,Tweet,HS,Abusive
1937,USER Humor gua anjir gobs. Kenapa jadi developer games dah ea wkwkkwkwkw',0,1
1945,Ih geblek sp yg bilang airplane pt.2 bawa2 islam alquran sgala \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1 lebih ke latin drpd arabic song kali \xf0\x9f\x98\xa7',0,1
1948,Cie calon maho:( USER',0,1
1954,Lucu deh mobil mobil pejabat negara warnanya ijo ijo tai kuda gt',0,1
1959,USER Tai kuda diem aja ok.',0,1
1965,Atas bujukan setan hasrat yang dijebak zaman',0,1
1976,"RT USER: pasti ada yg bacot gini, minta ganti mantel, lah mantel kan banyak, tinggal beli ??\n\nmasalahnya mantel itu mantel yg juml\xe2\x80\xa6'",0,1
1978,Mana sempet mimpi lagi gw bangke',0,1
1989,USER jancuk kw zonk!!!!',0,1
1995,USER Ga sekalian lu jadiin gua anak nih biar makin sarap',0,1
2005,RT USER: USER Arseto..ini kunyuk yg sedang cari panggung...',0,1
2013,Lagi enak2 tidur pen bangun siang eh dibangunin gitu aja cuma buat nulisin surat sakit yaelah tai \xf0\x9f\x98\xa1\xf0\x9f\xa4\xac',0,1
2014,RT USER: Hai kontol... Kangen km di line neeh...',0,1
2017,Sebenernya pacar gue itu 12 idiot :*',0,1
2020,memek perek pengen di gesekin ke abs cowok nih mhh',0,1
2022,"USER Imajinasi gue; ada titit yang palanye peyang, ada yg bekas jaitan gak rapi, ada yg bekas luka kejepit resleting, ada yg bengkok. \nMereka pasti menggemaskan \xf0\x9f\x98\x8d'",0,1
2031,USER kyknya mulai kumat lg ya penyakitnya. Putus molo.. mau naikin tarif lg ya? Kacrut?',0,1
2041,USER Tapi tar bloon lagi:(',0,1
2043,RT USER: Erma cewek singaraja.. Suka banget kontol.. URL,0,1
2045,iya yah anjir pengen nabung tp yg:/ ditabung:/ gaada:/',0,1
2047,"USER Asw, serem sumpah udah pernah nyari tau apa gitu'",0,1
2050,USER KWKWKWKKW TAI GA JADI NIKAH W. lagi berantem w',0,1
2058,&lt; Udah lama cuma nyentuh 500 kata. Najis buat yang penting gabisa ngetik panjang. &gt;',0,1
2061,RT USER: Sekarang yang gembel gembel twitter dan whatsapp chat gak jelas di whatsapp langsung block apa lagi yang bebencongan m\xe2\x80\xa6',0,1
2076,Sisaan sore jalan sama si kunyuk. URL,0,1
2109,dya pintar klaw lgy bego',0,1
2110,Aku tak tahu kenape aku sanggup sangat pergi topup and langgan internet \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f. Pantat betul',0,1
2166,"Nikmat'a ngentot.... Pi gengen yg hoot""",0,1
2167,Coba itu yg suka ngatain kpop banci tapi heboh kalo ngomongin drakor mana ? Maap maap aja ya nih mas mba Drakor yg lo pada sering tonton itu beberapa ada yg jadi idol loh',0,1
2181,USER Kenapa ya manusia pd bloon?????',0,1
2187,Kampungan sekali pada ga tau Crispy Rendang. Kalo lu kebetulan dapet Lengkoas. Itu lah Crispy Rendang.',0,1
2192,"USER USER kntl, mas2 smule'",0,1
2214,RT USER: Pengantin Baru Kesakitan Saat Ngentot\n\nURL,0,1
2232,USER Edan ini quote berbobot bwangeeeeeeuuut....',0,1
2238,"udik, itu gue kl abis minum soda langsung sakit tenggorokan \xf0\x9f\x98\x85. dikira sih kemarin karna paketan minumnya soda kan ya, meski lemon katanya. langsung kayak pilek dan sakit tenggorokan dr bangun tidur \xf0\x9f\x98\x81. minum es es esan jg gt terutama yg gulanya campuran, sensitif \xf0\x9f\x98\xa5'",0,1
2242,USER Siapa yg jablay....',0,1
2257,"org yg kayak tai itu adalah ketika dia yg membuat kesalahan, tetapi org lain yg hrus minta maaf.'",0,1
2258,Nyadar idup belum bener ngurusin orang lain bahaha sampah abis !',0,1
2285,USER Wah brengsek nih. Ketauan yg punya bisa mampus aku. :((',0,1
2293,Terkadang mending terlihat seperti bajingan dan bangsat sekalian daripada yg terlihat kalem dan alim tapi tau tau bikin malu orang tua...',0,1
2300,USER USER bodo amat akun capek',0,1
2304,USER Hanya membaca dn tai aja',0,1
2313,USER Kemaren beli babi namanya fadil',0,1
2317,RT USER: Ngentot yukkk',0,1
2320,Pidex yg suka bash penipu lelang acc masih hidup? Yang dulu kek jijik sama jualan apps eh sekarang malah dia yg jualan apps :V mending lu jilat telapak kaki gue aja dex',0,1
2322,USER USER sejak lo dm pake capslock terus bilang gua cocot wkwk',0,1
2333,USER Nyamber juga dong...\n\nKulit leher kering kurang vit C..Cupang\n\nKulit bokong kering kurang vit C..Cebok\n\nHidup kurang bahagia kurang vit C..Cewek/Cowok',0,1
2348,"RT USER: USER jawab aja\n\nkak lo org nya asik\ntp sayang omongannya kaya org goblok,jd bikin ilfeel\nmaaf ya\ngausah kebanyakan ng\xe2\x80\xa6'",0,1
2350,USER Body bagus enak.ngentot lobang pantatmu say',0,1
2373,USER Ava gw anjing dn gw monyet hadeh',0,1
2376,USER Waktu nya ngewe',0,1
2389,Ngocok memek enak kali ya..',0,1
2396,USER Kalo gua bakal ngamuk &amp; ga kek begini responnya. Edan',0,1
2406,USER Gua setan dongggg',0,1
2407,"suka suka gwelah mau nulis halu kek. gila kek. sarap kek. sedeng kek. delusi kek. yang penting gue bukan anak rp, ga malu maluin image idol.'",0,1
2409,USER USER NGAKAK WKWKWKWKWWKWKWKWKWKWKWK BEGO',0,1
2411,USER /kepeluk dari belakang; senyum/ mau apa hm? /rasain jarinya masuk mainin memek/ mhh /elusin tangannya/',0,1
2429,"USER ;\xe2\x80\x94 USER \n\n""Capek gue belajar terus.""\n""Bentar gue nak berak wkwk.""\n""Kunci motor yang mana?"" padahal motor elu sompret.\n""Mau greenteaaaaa.""\n""Pocky greentea.""\n""Pejoy greentea.""\n""I love you.""\n""Biar yang lain ninggalin gue, asal jangan lo.""\n""APASIH STORY NYA ITUUU GUE MUTE AJA.""'",0,1
2432,#rlp disini banyak yeoja yg fwb ngentot rl &amp; foreplay *cuma ngasih tai',0,1
2440,Aku suda delete tu post baru para bajingan tu online',0,1
2446,"RT USER: Nga inget kpn terakhir kali mimpi indah. Reality kek tai, mimpi masa tai jg :('",0,1
2460,"Pas Olivia nongol,\n""Lucu bangettttttt setan""\n\nSHUUUSH \xe2\x98\x9d\xef\xb8\x8f\n\nOke.'",0,1
2461,RT USER: Imam : rapatkan saf luruskan saf\nSenior: *panggil junior masuk\nJunior : *buat bodo \n\nSenior: URL,0,1
2472,"sempet putus, terus aku masih belum berani approach dan nunggu lagi. pas udah berani eh si kunyuk balikan. yaudah lah yA nunggu lagi'",0,1
2478,URL &lt;-cewek jablay bugil minta dibelai #bokep #fotomemek #ngentot #bugil #ngentot',0,1
2482,"Kalo kata anak rp jaman 2012 mah 'anjir jjkp. Jomblo jablay kebelet pacaran'""",0,1
2483,kesel tai army kepalanya gede2 bener URL,0,1
2486,"USER Ayo, memek pengen diisi kontol juga.'",0,1
2504,"Ngedance cewe gak bisa luwes, cowo gabisa nguci. Tai.'",0,1
2509,#rlp yeoja tantik culik gw donk bawa ke rumah luh .gw nguntungin lo. tar bisa ngentot spuas nya truz bisa di sembelehin ndiri kok',0,1
2516,"[askmf] sedih gaksi waktu orang2 ngeledekin doi tentang kita gitu, dia jawab ""najis, bocah.""? :""('",0,1
2521,"Emyu mau kedatangan pemain asal Arab. Biar berkah kayaknya. Kan udah lambangnya setan, dukung LGBT lagi. Jadinya harus diseimbangkan.'",0,1
2546,"Banyak banget yg blum disebutin,\n\nDan lucunya\n\nMASA SAYA DITUNTUT UNTUK SENANG!\n\n(Cm orang sinting yg brfikir bwgitu)'",0,1
2560,"USER sa ingat monyet mana quote ni :')""",0,1
2564,sing: Pacarku hilang diambil setan\napa wajahku kurang serem sayaang.. \n\xe3\x83\xbe(\xef\xbd\xa5\xcf\x89-\xef\xbd\xa1)~',0,1
2577,RT USER: kontol si abang mengucapkan selamat pagi URL,0,1
2578,"RT USER: Pngen bngt dudukin kontol kayak gini nusuk2 perut, siapa yg mo jd kudanya didudukin? #bokepgratis #memek #ngentot http\xe2\x80\xa6'",0,1
2583,LESBI GUA UDAH AJA ANJIR',0,1
2584,#BeritaIslam: Rabbi Israel Sebut Orang Berkulit Hitam Sebagai \xe2\x80\x9cMonyet\xe2\x80\x9d Picu Kecaman Keras URL,0,1
2585,"USER Mengadu ke Allah agar para pemimpin yang bejat,bangsat,bajingan segera bertaubat kepada Allah dan kembali ke jalan Allah.'",0,1
2608,USER anjir kebayang:(',0,1
2615,USER Ke goblog an yang hqq ketika pacaran bertahun2 tapi gatau ketemu..fake ppl is everywhere.. mesakno se tapi kok heran aku wkwkwk',0,1
2619,rp haneul pada jualan memek di tl.yang on retweet',0,1
2636,USER Sapa dulu yang jual ke aseng? Lah ko pangeranya disodorin ke keluarga yg jual kekayaan bumi indonesia ke amerika? Mau kolaborasi jd antek aseng yah om?',0,1
2638,"USER USER pertanyaan bodoh, kalau ini dijawab sama aja ikut dongo kata. om RG'",0,1
2643,USER USER apaan babi',0,1
2646,XL gembel bgt :(',0,1
2648,USER USER Geblek yeh:)',0,1
2654,USER Ngewe berapa',0,1
2669,USER najis gausa sebut2 itu',0,1
2684,"RT USER: Udah sok tau, trus komentarnya sok pinter pula. Hhmmmm.... Pengen gue gampar bibirnya pake wedges bencong'",0,1
2685,"USER USER USER Ketua karang Taruna saya namanya Andin ,Wakilnya namanya Sudin .. Jadi kalau saya panggil ktua dan wakilnya..\n\nSaya singkat saja ASU.....'",0,1
2689,"USER Aku malah kebalikannya hm, tapi kalau udah akrab sama temen rl selalu dibilang yang paling banyak bacot akunya'",0,1
2691,najis beut main ml kalah mulu\n\ntemen nya buta map semua\n\natas jebol malah push bawah\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x91\x8c',0,1
2693,USER Aq jg mau klo kmu ajak ngentod gantiin suami km',0,1
2694,murka anjir lagi maen hp malah mati',0,1
2697,"RT USER: Bajingan itu ada diantara kita, menjelang uts.'",0,1
2698,"bocah pada ngajak nongton galapremiere, ane tanye pelmnye ape? 'Pengabdi Setan' kate doi pade~\n\nane kire dikibulin; egataunye beneran dong brengsek! :)) URL",0,1
2713,Tai doido',0,1
2722,erudite apanya aku mah bodoh cuma kegedean congor aja',0,1
2733,"Suka bgt emutin kontol yg gede,,,, gt,,,'",0,1
2738,"jijik bgt, goblok.'",0,1
2739,USER USER USER USER USER USER USER USER Karena biang maho',0,1
2741,Jangan nonton atau dengar lagu banci URL cc USER USER',0,1
2747,"ya gua intinya ga nyesel dah pokoknya join di 8angsat, biar pun memb nya pada bego semua kadang wkwk.g'",0,1
2751,RT USER: Contoh babi 1:\n\nDah tahu dah nak merah pegi jalan lagi. Kalau tak sangkut takpe. Ni sangkut kat tengah jalan. Pastu orang lain\xe2\x80\xa6',0,1
2759,USER Nah hasilnya bagi bagi ke akuu wkwkwk. Oh gitu bagus deh. Sarapan ga sarapan tetep sarap\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1
2761,USER ENGGA SETAN GUE NANYI',0,1
2776,USER cubit aja titit nya kalo nakal',0,1
2782,ada yang mau kirim foto kontol gak nich ##sange #CHATSEX',0,1
2789,RT USER: Benamkan Batang kontol mu ke dalam pepek ku syg ohhhh ahhhh anjingggg URL,0,1
2793,USER bodo mamat gue ngambek bodo mamat gue ngambek URL,0,1
2824,RT USER: Nonton drama korea sambil #ngentot ~ #ewean #memek #memekbasah #jilmek #toket #toketmulus #kontol #bispak #binal #bokep #po\xe2\x80\xa6',0,1
2828,USER sebelum brngkat krja ngentot dulu sama pacar URL,0,1
2830,"Kebanyakan cowok galau karna , saat malam terbangun karena mimpi basah, tapi mimpi basahnya karena di enaenain sama banci'",0,1
2832,"HEH GEMBEL GUE MULAI NYANYI DULUAN YA, LU NGERAPPNYA TAR AJA KALO UDAH LOLOS AUDISI YG ENTERTAINMENT USER'",0,1
2833,Kenapa cowok cowok ADOLEXCENT yang fc nya ganteng maho.',0,1
2840,jepitin kontol gua pake memek lu sini',0,1
2850,USER USER USER Lg pake jurus kalajengking ngamuk \nSayangnya yg pake jurus dongo \xf0\x9f\x98\x82',0,1
2868,RT USER: Forever alone tahap Dewa Gila Babi member aku sorang ni URL,0,1
2873,"RT USER: Jujur, smpe sekarang gw kaga pernah ngentot sama cowo, kissing/apapun. Kalopun pernah gw baru 2x ngewe sama cewe (gw bisex)\xe2\x80\xa6'",0,1
2875,Cuk bangun USER mau bubur tai ayam ga?!',0,1
2888,USER HAHA iya :( gembrot dia kseeeel gmz',0,1
2889,"Sekarang yang gembel gembel twitter dan whatsapp chat gak jelas di whatsapp langsung block apa lagi yang bebencongan minggir cuihhhh kenapa gak cepat kena mati aja kek yang banci2 dan feminim sialan ganggu orang aja ,\nOrang dri baik2 sampe kasar emang dasar bencong gak tau malu'",0,1
2897,USER BODO MAU NGAMBEK',0,1
2900,Kampret lupa ngambil laundry\n\nHhhhhhhhhhhhhhhhh',0,1
2906,Pengen bodo amatin \xf0\x9f\x98\xad\xf0\x9f\x98\xad URL,0,1
2910,USER USER Lo kunyuk',0,1
2912,RT USER: PINTAR DAN TOLOL ITU TIPIS BATASNYA.\n\nFahri pergi ke toko minuman keras mengendarai sepeda. Di sana dia membeli sebotol\xe2\x80\xa6',0,1
2913,USER Masih sore masnyaahh.. Banci pengkolan aja masih baru pada mandi',0,1
2916,"Pernah ada yang ngomong ke gue: ""kalo lo mau jadi orang brengsek, pastiin lo bertemen sama orang-orang baik."" Biar imagenya kebawa baik?'",0,1
2930,USER Gila......manusia sudah bejad lahir bathin...sudah maksiat dimuka umum....syariat2 Tuhan pun di rusak..dihina........Duuhhhh Gustiiiiiiiiiiiiiiii.......',0,1
2957,Goblog kok dipelihara',0,1
2959,RT USER: Kadang Kontol Rasanya Manis Kadang Juga Asem . Kenapa ya? \nURL,0,1
2961,"Kalau dulu knl bertahun2 pon still X berani nk ckp ""I love you"" Walaupon dua2 dah saling suka. Kalau sekarang hmm baru knl 2 hari tu pon kat wechat dah blh ajak tido dan seangkatan dengannya. Woww ini lah budaya paling kotor zaman sekarang ni. Jijik bodo",0,1
2970,USER USER udh tua tpi dongo',0,1
2972,USER Enak tuh kalo muncratnya di dalem memek qm',0,1
2973,Ni memek tyap hri snge mulu',0,1
2987,Bodo ad sinyalnya eek gue donlot aja ntar',0,1
2991,USER Cacat anjir',0,1
2993,"Jangan terlalu banyak berharap, nanti bisa sarap'",0,1
2996,TEAM ONTA YO O CAP QUDA ORA POPO :(',0,1
2999,"USER Waw banyak banget pejuh mu bro,,klu masuk memek istri aku bisa langsung hamil tuh'",0,1
3002,USER aku nyimengnya masih cupu tapi ya kak senior ampuun',0,1
3009,USER USER apaan goblog ga nyambung',0,1
3024,Wkwkwjjwjw.. Asu URL,0,1
3036,RT USER: Enak nya habis ngentot dimainin pejuhnya URL,0,1
3039,USER ANJIR WKWKWKWK NETE BANGET NIH',0,1
3042,"USER Demi apapun, ah elah gembel banget belom sempet screenshot'",0,1
3053,"jan di biasain nganggep cewe ntu kek barang bos, karna cewe ntu punya ati n prasaan. situ kalo cuman nyari bahan bakal ngeue mending lu cari pecun sono, bs lu eue trs bayar, trs udeh deh masing2. jan cewe bae2 lu rusakin, di lobi sbisa lu ampe dpt ngeue, hanjer sampah amat'",0,1
3054,USER ntar konbatnya gua yg pegang\xf0\x9f\x98\x8c wkwkwkwk geblek',0,1
3057,"Kata si burung, tahun 2030 Indonesia bubar. Kata si Kerbau, tahun 2030 Indonesia kuat. Mana yang bener?\n\nApakah kita harus tanya pada monyet? Gimana nasib negeri kita nyet? :D\n\n#wkkkkwkk\n#tongseriusteuingah\n#rieuttt'",0,1
3058,RT USER: Pegawai Bank Danamon lagi asyik ngemut kontol pacarnya..\nVideo Lengkapnya &gt;&gt; URL #bokepterb\xe2\x80\xa6',0,1
3059,"USER Makanya itu, tapi aku asal jawab aja masih. Bloon ya. : "" ('",0,1
3065,"USER ""aku bakal terus ada buat kamu kok, tenang aja""\n\nhlh kntl'",0,1
3071,USER Dih najis bulepotan',0,1
3073,USER Hussss.. mimin ga takut didemo bersilit-silit oleh alumni togel? \xf0\x9f\x98\x80',0,1
3076,RT USER: Cowok slim kontol lumayan \xf0\x9f\x92\xa6 URL,0,1
3079,"Ninja kali nih tukang roti keliling, cepet banget ilangnye. 2x gw keluar rumah gak keuber. Sarap.'",0,1
3085,USER tidak boleh tidur kerana najis akan menjadi nyata',0,1
3087,USER Ngentot yuk',0,1
3095,pagi2 udh ky kntl',0,1
3096,USER Iya anjir tau wkwkw. Masa iya gua masih suka sm dia',0,1
3101,USER imut titit nya di hidung',0,1
3115,Ahok versi Pakpahan .. Trims kepada semua pihak yg udah ciduk bajingan ini URL,0,1
3121,USER iya udah liat. gedek banget anjir sama bapanya',0,1
3123,USER USER sarap pasti udh punya cucu segudang!',0,1
3132,USER I PENAT LAH EDIT TETIBA CACAT WEH JAJAHAAHHA',0,1
3139,"ini apa sih lmao anak anak kecil dan anak anak baru ini kok ya tengil banget :"") gak tau apa2 jg main plas plos aja lieur ih jempol kalian punya congor apa begimana :)))'",0,1
3147,#TemanMakanTeman Ketika dia udah janji bakalan ngasi nyontek untuk ujian tp pas giliran ujian dia malah pura2 budek USER USER #ReuniZ',0,1
3154,USER SINTING\n\nbaca dimana? :(',0,1
3161,USER Taruna itu mah...am perek..',0,1
3176,"USER USER Adih ipey maafkan :(((kesalahan urg itu pey :((, nanti sama aku kasoh perek mau ngga ??'",0,1
3178,"USER + otak ga geser aja udeh sarap,apalagi ke geser yekan ntar bahaya ""apaan sih? Aku kerja beneran kok"" Elang liatin Em sambil masih usep palanya ""cewe apaan coba? Kamu nyantol aja aku udah bersyukur""'",0,1
3180,USER USER IH SILIT APAAN KAMPAY',0,1
3189,Panasnya edan',0,1
3194,"Ngangkang selebar lebarnya, mainin memek sendiri depan kaca lemari.'",0,1
3216,USER Ihh yg bener anjirr jahat elu mah bodo bodo',0,1
3217,RT USER: Mash kentut bau babi',0,1
3220,USER Brp sayang ngentot sma kmu',0,1
3226,USER Enak buat gesek2 memek \xf0\x9f\x98\xb3',0,1
3229,USER USER Kau pikir aku ni kapir sangat ke hanat?',0,1
3232,USER USER Jablay mulu anjer wkwk',0,1
3236,"sinyal kartu three cacad amat, ganti pake kartu gapleh aja gitu ya'",0,1
3239,"Fb tai anjing lah,'",0,1
3252,"RT USER: USER USER USER USER USER Slah 1 alasan knp sya mau prsiden baru, spy jg malu2in bangsa iniiii.!!\xe2\x80\xa6'",0,1
3264,USER gembrot bgt',0,1
3275,RT USER: Yang ber #tatto yg lagi di #entot ... kayaknya sih tailand punya ... enjoy gays! #kontol #coli #bahancoli URL,0,1
3297,"mudah untuk melihat seseorang lebih condong ke arah mana di sosial media. \nyang pertama, akunnya perempuan (pict nyolong di google)\nyang kedua, gambar anonymous (ga jelas manusia apa kampret)\nyang ketiga, akunnya ada embel-embel nama pahlawan. dan dr semua itu mereka kaum MCA'",0,1
3300,RT USER: dientot trus dicrotin beberapa kontol. uuhh URL,0,1
3315,USER Iya anjir dah',0,1
3323,USER Aku jg serius pngen ngewe ama kamu.. swear',0,1
3329,"USER USER Follback , gua baca dn lo kirain setan wakaka'",0,1
3333,USER gua paling normal diantara member autis \xf0\x9f\x98\x82',0,1
3346,USER Soeharto Dalang Segala Bencong hehe',0,1
3358,rp haneul doyan nyepong kontol.yang on retweet',0,1
3361,RT USER: Ngentot Dengan Sekertaris Yang Sexy\nURL #ceritadewasa #memekmerah #MEMEKBASAH #memekjanda\xe2\x80\xa6',0,1
3365,"RT USER: Akibat putus cinta, sahabat sendiri diewe juga yg penting sama2 lubang toh lebih rapet bool drpd memek USER USER\xe2\x80\xa6'",0,1
3376,USER Waini kurang minum kopi luwak biar gak deg2an alias kocak si pak bolotnya pas depan congor \xf0\x9f\x98\xb9\xf0\x9f\x98\x82',0,1
3383,{mu} ngapa gue ngikutin beritanya bencong-bencong itu yaelah',0,1
3396,Para tokoh politik yang bersebrangan sama pemerintah smkin brani bicara kasar jauh dari etika si parabowo brani bilang elit goblog siapa yg dia maksud.anda sekolah dimana wo sampai kapan pun anda tdk akan jadi presiden.anggota dewan sudah brani bilang kementrian agama bangsat.',0,1
3415,USER Yeuh kunyuk',0,1
3417,USER USER USER USER USER USER USER USER USER USER USER USER PADA JAMILAH? IH AISYAH NYA LESBI\xf0\x9f\x98\x83 #IOIXONEMAKRAB',0,1
3426,RT USER: Kirim foto kontol kalian yg full.\n.... kalo tertarik kita vc',0,1
3427,"jangan sombong tau hey.. manusia itu sumber bau diantaranya : bau kaki, bau itu, bau udel, bau ketek, congean, korong, cileuh, bau kepala dan (bau mulut : bau karbit, jengkoleun, comberan, dan bangke)'",0,1
3428,RT USER: melayani 2 kontol security di meeting room... RT for the video.. URL,0,1
3431,udah gue tinggal beli batagor sampe balik lagi blm mulai anjir ngaret amat',0,1
3432,USER E N G G A K. dah tuh pengen gue mute anjir',0,1
3437,USER sini. Om jilatin memek nya. Mau nggak',0,1
3438,"USER anjir.....\n\ngue ngecek berkali kali buat mastiin itu cewe beneran apa cowo, siapa tau tipuan kaya video yg lain, ternyata asli cewe \xf0\x9f\x98\xad\n\nterlepas dari gender, tetep gabener sih astaga \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad semoga ade gue ga begini, aamiin.'",0,1
3442,USER USER mau dong ngewe kaya gitu',0,1
3466,USER ya anjir salah tag wkwkwk apaan lu gue jennie zuyle lisa wkwkwk',0,1
3488,USER Sarap bro',0,1
3502,ngentot yu yg rl nya sangean',0,1
3503,"jam segini sudah ganti baju gembel rumahan, tandanya sudah tida ingin kemana-mana lagi'",0,1
3507,USER blur kampret',0,1
3508,"Kata cewek ""Semua Lelaki itu\nbrengsek"" Nah guys kalo lo brengsek\nberbanggalah, Brarti lo laki.'",0,1
3514,babi apaa sialll',0,1
3517,"USER \xe2\x80\x9cNyetir apaan. Orang mobil di depan aja ga bergerak, idiot.\xe2\x80\x9d\n\nWindy semakin kesal karna Yoga yang sangat tidak peka akan kondisi perutnya saat ini. Ia lalu diam dan menatap ke depan.'",0,1
3531,USER Woey jangan. Maho nih',0,1
3532,"USER Gembel aja bisa kalau cuma fatwa bigitu. (Tabi')""",0,1
3533,RT USER: ABG SMA Sange telanjang Masturbasi \xf0\x9f\x92\xa6 \n\n#bokepindo #cumtribute #engas #memekbecek #bugil #ahok #bokepbarat #CewekSeksi #pasu\xe2\x80\xa6',0,1
3537,USER Sini queen ak coba memek kamu',0,1
3551,USER USER USER USER USER Wkwk najis gua milih uke juga liat2 dlu kali',0,1
3564,Ewean cuman banterin desahan doank? Ngewe aja sama knalpot kendaraan.',0,1
3566,USER Dasar cebong.. hih!\n\xf0\x9f\x98\xab\xf0\x9f\x98\xa,0,1
3568,USER Celakalah SukmakuMati tiada aku mengerti Syariah hdpku ssat\nCelakalah SukmakuMati auratku yg terurai mnampakkan buruknya wajahku\nCelakalah SukmakuMati nyanyian genjer2 yg aku suka mdatangkan Iblis disukmaku\nCelakalah SukmakuMati adzan tdk bs mngusir Iblis disukmaku.\nSukmakuMati',0,1
3569,USER CCD ANJIR NAMA GUE YG DULU KEPANJANGAN KEK RAMBUT LIMBAD',0,1
3583,USER Ngga berani ngentot lobang pantatnya pantat lobang perem',0,1
3599,gua emang menel\ngua emang suka modus sana sini\ngua emang brengsek\ngua emang bukan anak baik-baik\n\ntapi \n\nsekali gua sayang tolong jgn anggap itu semua palsu\nsekali gua serius tolong jgn permainin hati gua',0,1
3603,USER najis ya Allah serem',0,1
3605,USER najis gamau ngebelai jablay',0,1
3614,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Kalo nete 5 menit sekali anak lulove pingsan',0,1
3617,RT USER: Cowok ganteng six pack pamer kontol besar beurat di kamar URL,0,1
3638,RT USER: Semua lelaki yang udah pd ngentotin mami gak pernah bosen dengan jepitan pepek mami... mereka blg lbh puas dengan mami\xe2\x80\xa6',0,1
3643,"itu pas gue baru aja ditampol si edi eh tyo, jd bibir gue menyon. barbar emang tuh si kunyuk\n\n- chandra URL",0,1
3663,USER wkwkw bodo zof',0,1
3664,RT USER: Asli punya USER \nMw mnta video/foto kontol gua lgi? Ini\nnmor WA gua +6289637850869\nTonton bgian terakhirnya b\xe2\x80\xa6',0,1
3666,"USER Dia bukan lucu lagi tapi udah sarap, bawa dia pulang gratis tanpa garansi mbar. USER'",0,1
3667,"Udah lihat ig story' mahasiswa kampang ngeluh dengan tugasnya belum hari ini?""",0,1
3675,"Bodo ah, males buat pacaran. Gue yg jomblo napa lu yg repot.'",0,1
3681,RT USER: Himpunan\nTai\nIblis',0,1
3685,RT USER: baru pertama kalo kulum kontol nih kayaknya URL,0,1
3690,RT USER: Memek kalo udah basah gini enak banget keluar masuk pake jari jadi licin.',0,1
3691,"Tempe Penyet di bumbuin\nhalo monyet ge pain??\ntempe penyet ge murah\nada monyet ge marah,,.\ntempe penyet sayur buncis\nayo,,monyet senyum donk\xe2\x80\xa6.. plisssssssss\xe2\x80\xa6\xe2\x80\xa6\xe2\x80\xa6\xe2\x80\xa6\xe2\x80\xa6\xe2\x80\xa6'",0,1
3705,RT USER: Setiap memek cewek itu beda.\nmemek USER beda juga.bulu nya juga gak begitu.gak ada yang tau gimana.yg tau cuman paca\xe2\x80\xa6',0,1
3711,"""teko o rek!""\n\nmksdnya bukan arek, tapi perek'",0,1
3725,USER adanya ngentod',0,1
3743,USER Udah anjir :( udah kerja :( sedih karna inget masa kuliah(?)',0,1
3744,USER Kamu bau monyet .g',0,1
3746,RT USER: USER Kenapa pada jadi IDIOT semua ya???\nApakah ini azab dari Allah. ???',0,1
3753,John Mayer ini suka sarap-sarap ngegemesin. \xf0\x9f\x98\x82\xf0\x9f\x98\x8d',0,1
3782,RT USER: Yeyy hari ini dpat cogan d azar \xf0\x9f\x98\x98\xf0\x9f\x98\x98 #brondonglokal #kontollokal #kontol #kontolbrondong #prank URL,0,1
3783,USER Tai wkwkw nyesel kan lu',0,1
3790,RT USER: ada yang mau kirim foto kontol gak nich ##sange #CHATSEX',0,1
3791,"USER Kn udh d kirimn kontol aq,, fto memek km mna'",0,1
3803,"Galau? | Iya nih. Abis diputusin pacar | Gw donk ga pernah diputusin | Hebat!! Apa rahasianya? | Ga pernah pacaran, gmana diputusin | ASU!'",0,1
3808,USER Jam segini waktunya banci mangkal taukk',0,1
3809,edan gini mainnya USER \npengaruh lord atep dimainkan ? melendot gini \xf0\x9f\x99\x84',0,1
3813,"edan sih markli, ku jadi senyum2 sendiri ngeliatin hp'",0,1
3816,Modal cocot doang juga bisa saya mas',0,1
3819,ini emot apaan kunyuk URL,0,1
3822,USER baru baca sarap kali',0,1
3823,USER typingnya ganteng ga banci. jago dikit dong',0,1
3824,USER Kakya slow udik nya kelak. Tunggu hau hahahahaa',0,1
3825,URL &lt;-pacar lesbi #bokep #teen #porn #xxx',0,1
3833,Tadi I confused gila bila instructor tibe2 bbual in chinese to me aku step mne nya phm uh cing cong ling long ding dong',0,1
