,Tweet,HS,Abusive
1621,"Dan dukungan terhadap GNPF Ulama Akan sangat berkurang,dan kita Akan Kalah di 2019..karena Aksi tangkap Busukmawati anget2 tai Ayam..; USER USER USER ; #2019gantipresiden; #2019gantipresiden; #2019gantipresiden; #2019gantipresiden; #2",1,1
1631,"Kalau BANGSAT menjadi wakil rakyat, yg keluar dari mulutnya ya BANGSAT.\nKalau MONYET menjadi wakil rakyat, yang keluar dari mulutnya ya MONYET.\nKalau BABI menjadi wakil rakyat, yg keluar dari mulutnya ya BABI.\nKalau ANJING menjadi wakil rakyat, yg keluar dari mulutnya ya ANJ",1,1
1632,Ngaca luh bolot URL,1,1
1635,"USER USER Itulah akibat makan gaji dr duit korupsi BLBI yg dilakukan oleh toke2 Cina, otak Cebong benar2 dungu. \nMasalah TKA Cina bukan lagi fiksi tp sdh fakta, tp kalian anggap isu tsb fiktif, hancur negara ini kalian jual'",1,1
1639,Anda hrs hapus sendiri setelah tahu Islam ajaran sesat yg mendungukan & membiadabkan umatnya,1,1
1640,"USER USER Ustad dulu mondok di mana sih? Kok kerjaanya ngetweet, bikin status nyinyir terus. Tweeter punya kafir lo Stad.'",1,1
1646,"Lihat noh tampang lu, tampang banci, LGBT! URL",1,1
1647,"USER USER Coba kalian perhatikan dipersidangan teroris ada nggak alqur'an menjadi BB nggak pernah ada selama ini dasar zonk sontoloyo""",1,1
1648,"USER USER USER Kasusnya SP3, BONG.. Gak terbukti..\n\nCuma Halu para cecungung kodok, alias cebong aja itu..'",1,1
1652,"Penyesatan ini harus diluruskan, Allah SWT tidak ngajar bangun keluarga, tapi cocok2 penis",1,1
1657,USER USER USER Ga mikir keluarga korban bom ukhti2 otaknya di dengkul.. kok KZL ya?',1,1
1664,"USER Udah jelas kita bukan mereka, dan nggak akan pernah jadi seperti mereka.\nTapi dalam hal ini kita hanya mengcounter tindakan brutal dari anjing2 FPI itu.\nAku sangat yakin jika ada perlawanan dari masyarakat, mereka akan kuncup seperti bu",1,1
1670,USER USER USER USER Cebong otaknya lagi ngeblend......',1,1
1672,USER USER Makanya planga plongo.wong kepalanya gak ada alias otaknya dungu.',1,1
1675,"USER USER Muka lu cabul, kalo punya muka sih, tapi banci mah beraninya anonim...'",1,1
1678,USER Adminnya tolol',1,1
1680,"terus aja eror jo, kampang kau dri kemaren gitu terus'",1,1
1684,USER USER Marah Umat lo....\nEmang gue fikirin....\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\nMati ajah sonoh...minum kencing onta',1,1
1689,"USER Plonga plongo...pah poh..dlongap dlongop..; Tp mau melaporkan ahlinya filsafah.; Mmg yg terdepan kedunguannya,semoga klo hukum tdk berat sebelah dan pak USER tdk terbukti menistakan agama. Si janda USER ini akan dituntut balik",1,1
1690,USER USER USER USER USER USER katanya indonesia lenyap 2030... punya pujaan TOLOL ya pengikutnya lebih TOLOL... dan bencong... anak nya pun ikut BENCONG..',1,1
1699,USER Dasar ckck maho',1,1
1701,USER USER USER USER USER \nNajis mogoladoh USER',1,1
1703,Mabuk-ksbb-mrebesmili. Cupu!',1,1
1710,"Orang Cina mah bebas selama si mukidi ada; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #PlongaPlongo #DunningKrugerEffect",1,1
1711,"USER USER Lah terserah gua dong, gua kan mau ngatain cebong. . Haha Lucu banget cebong kapir satu ni , awalnya sok iye ujuk2 ngasih data pengen kelihatan pinter di mata cebong2 yang lain haha, gak sadar dia keceplosan keterusan ngatain agama i",1,1
1713,"Liat orang lagi sulit bisa bisanya gamau bantu, liat ntar pas lu susah gaada yang bantu mampus lu tai.'",1,1
1714,"USER Ade ustad yg otaknye nangkring di dengkul sampai susah jalan kalau gak dibantu amplop, tetep dibiarin NgOCEh ngalor kidul.\nAde ustad miara jenggot bandot, doyannya jd provokator, nyantai2 aja die, gak diapa-apain.\nAde ustad perutnye bun",1,1
1715,EANJINK AWAS AJA SAMPE SI BIRU2 ITU BAWA ORANG KE BACKSTAGE GUA SLEPET PAKE AHGABONG BODO',1,1
1716,USER USER USER USER USER USER USER USER USER USER Yg dua ini cocok dikatain SONTOLOYO\xf0\x9f\x98\x81\xf0\x9f\x98\x81 EMANG BOM KAMPUNG GA BISA KASI MATI ORANG.',1,1
1726,USER USER Kepentingan nasional? Ngomong sama ember sono!! Ngomong gak punya data. Cm modal congor ama ludah. Nenek2 bunting juga bisa',1,1
1728,USER USER USER USER USER Menghadapi cebong harus santai mbak..kalo kt santai tp ngeselin bikin cebong emosi tinggi\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1
1736,USER USER hehe biasaaaa.. ga nyanggup debat trs gw dituduh China.. typical bani kampret.',1,1
1739,"USER USER USER Siapa tuh ustad gim gim gitu namanya, lupa aku, yang minta ujaran Cebong dan Kampret dihentikan. Yang semestinya dihentikan adalah ujaran Kafir, Dajjal, dll yang lebih tak pantas. \xf0\x9f\x98\x9b\xf0\x9f\x98\x9b\xf0\x9f\",1,1
1741,BURUNG DARA TERBANG KE HULU ; BURUNG NURI SAYAPNYA BIRU ; SATUKAN SUARA SAAT PEMILU ; KITA PILIH PRESIDEN BARU ; ; MANCING IKAN DI WAKTU MALAM; IKAN DIMAKAN DICAMPUR KETAN ; AYO MENANGKAN PARTAI ISLAM ; KITA HANCURKAN PARTAI SYETAN ! ; ; ALLAHU AKBAR..,1,1
1745,Ya Allah signal axis geblek banget dah',1,1
1746,USER TAU AH NGOMONG AJA SAMA ONTA!',1,1
1748,USER Lagi membela diri sekaligus nyari pembelaan ini tuh? Sekalian carsen juga ya? \n\nGua kalo jadi lu kaga bangga belajar 2 mapel doang asu.',1,1
1751,USER Wkwkwk admin USER tolol kuadrat',1,1
1763,USER USER Islam nusantara ngga ada bedanya sama cebong nusantara',1,1
1764,"Tiba2 pada sadar bahwa bahasa ""kampret-cebong"" tdk pantas..setelah sekian lama menebar bahasa dg segala SARA dan kebencian...?? Trs kata2 ""KAFIR, CINA, PKI..dsb...?? #MUNAFIK.'",1,1
1767,USER USER APAAN KALIAN BELEK ONTA\xf0\x9f\x98\xa4 NGOMONG GUE DARI BELAKANG KAAN\xf0\x9f\x94\xa8\xf0\x9f\x98\xa4',1,1
1775,USER ogah yg ngajak plh jkw pasti idiot',1,1
1776,USER USER Kalo cacat otak jangan dipelihara',1,1
1777,"USER USER USER MATAMU PICEK A? Duit gak ada maksa beli, hutang belum release baru mau disiapkan 11 bank sudah koar2. Entar waktu bayar dana gak ada jawabnya "" BUKAN URUSAN SAYA "". DUNGU PLUS KOPLAK diambil semua'",1,1
1780,USER USER USER USER Yakin loe sekolah..agama lo merah ya waktu sekolah.. kapar kapir ..barang2 lo emang made in saudi??? ..paling hp china..kasihan gw sm hidup lo..jgn gila ya jokowi 2 periode ahok bebas tahun depan.. TGB dah,1,1
1781,USER Banci kaleng',1,1
1782,USER USER Kampret lu zonk...dimata lu selalu salah pakde jokowi dan pemerintahan ini. Wowo lah yg benar dimata lu,1,1
1786,"ini semua berawal dari AHOK JAMBAN yg dibela aparat, para kristen serta china kafir yang lain semakin berani menghi URL",1,1
1787,ORGNYA AMIEN SIH TUE.BELAH AGAMA ITU HAK ANDA.....TAPI SAYANGNYA OTAK MALING TERIAK MALING DAN RESMI DITAHAN KPK,1,1
1788,USER mampus lu kunyuk',1,1
1795,USER USER Ancem2an kaya banci aja jancok',1,1
1798,gua lama lama trauma beli pulsa kalo kesedot mulu. bangsad ga tri ga indosat sama aja kayaknya \xf0\x9f\x98\xad',1,1
1800,"USER What, nulis ""sportifitas"" saja salah? Harusnya kan ""sportivitas"" baru benar. Ahai... banci kaleng kena goreng lagi... memalukan si gembel warnet. \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",1,1
1805,"USER Negara ini sudah terjual......\nInilah hebatnya paek lek jokowi itu, negara udh d keteng, dan sdh ada dua kuasa pemerintah d negara ini, CPNS thn ini d khusskn untk sinamata sipit, sdh memperkosa negara sendiri, pngkhianat dsar PKI.'",1,1
1806,USER Bangsat banci manatuh\xf0\x9f\x98\x82',1,1
1812,"USER Ahok gak nista Islam, dia korban politik keji, anak bangsa dgn prestasi dimatikan. Yg goblok siapa coba?'",1,1
1813,USER Cebong kakean istilah tapi tetep aja hasilnya 0',1,1
1817,"USER Speaker Parlimen Hutan Rimba yg speaker dia adalah Ungka, jadi Ahli2 Yang Berhormat yg ikut Kepala Monyet ( Parti Beruk2 Nyanyuk ) adalah Kera2 yg tak cukup makan ikut jela. \n\nParlimen Malaysia UmnoBN = Parlimen Hutan Rimba Taman Negara'",1,1
1818,"Ada yang hobby :\nNgutang \nJual Asset\nSibuk Segala Urusan\nJual Issue Radikal\nImpor hasil tani/ternak\nImpor TKA\nAmnesia pura2 lupa\n#miskinMoralitascuihhh\nDan,\nRakyat dibuat PLONGA PLONGO Rp. 14rb/hari sdh TDK MISKIN lg\n\xf0\x9f\xa4\x94\xf0\x9f\x",1,1
1824,USER USER USER USER Kebanyakan minum kencing onta nih ..',1,1
1826,"USER USER USER asal gk bilang yg mana gpp gituh? kalo dia ngomong semua umat beragama itu bodoh gpp juga? yg penting dia gk bilang umat islam gituh? logika goblok,kalo bilang kitab suci malah lebih parah artinya dia menghina semua agama k",1,1
1827,USER bacod ngentod. emang ga buat dpt pulsa doang?dapet temen banyak. Biar lo merantau ke tempat org ada yang lo kenal lol.',1,1
1828,USER balesnya lama banget ih si pecun :( gercep dong ah',1,1
1830,USER USER Ferdinand harus pintar jaga congor. Jangan sok jagoan. Lawan kita jokowi bukan teman sendiri. Kulihat kau sudah sering serang sana sini kek orang bego. Kubilang jabatan kau sekarang ini diisi oleh Ruhut Tumpul. Artinya otak ka,1,1
1831,Ayo buang Alquran kitab SAMPAH USER USER USER USER USER USER,1,1
1838,USER ini semua salah cebong!!',1,1
1845,USER USER Kalo Jokowi - Tommy jadi RI1 &amp; RI2 .dipastikan Cebong banyak yg bunuh diri . \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1
1856,"RT USER: USER Ahok ini sosok yg komplit, selain hatinya busuk, ucapannya menjijikkan, perbuatannya gak kalah brengsek, menista\xe2\x80\xa6'",1,1
1861,USER Penghianat nkri adalah komplotan yg membuat keputusan merugikan negara !! Tenggelamkan komplotan moncong babi antek pki',1,1
1865,"Anda perlu menyadarkan wanita Indonesia, Muhammad bajad setelah Khadijah meninggal, menjadikan perempuan budak seks",1,1
1867,"USER USER USER Lo yang bego, baca tu ""SALAH SATU"" , makanya baca dulu biar gak Dungu Bong'",1,1
1874,USER USER USER Tai luh mah',1,1
1883,USER USER 1) DPR mempunyai legislasi nasional ternakin cebong gk pk ngomong',1,1
1889,"USER Dulu kawan, sekarang lawan...menyelematkan diri masing masing, kalian bajingan semua.'",1,1
1901,USER USER urusin donk cung...kan sesembahan nya bani kacung spt kalian cung \xf0\x9f\x98\x82',1,1
1905,Si Om Bule agak geblek ya malem2 begini sepedaan.. Hmm',1,1
1907,USER Pokonya kita bales tu partai silit item',1,1
1909,dulatips hahaha. herannya para cebong ini seneng banget agung2in junjungannya yg plonga-plongo itu \xf0\x9f\xa4\x94',1,1
1913,"Allah SWT tidak bisa diajak gaul Pak Lukman, sukanya dengar orang ngaji terutama ayat penggal kafir dan cocok2 penis",1,1
1917,anies akan merangkul dua2nya untuk persatuan tidak spt ente dangkal & cekak intelektual hanya jadi budak ahok kafir.,1,1
1920,USER USER cebong mana ngerti. #katawarganet',1,1
1921,"Nek bener 1,8T brrti yo bajingan tenan wonge.'",1,1
1922,"USER Ternyata manusia satu ini orang paling busuk,lebih busuk dari bangkai,,zonk zonk'",1,1
1923,"ketika hal gak masuk akal di bilang bagus, sedangkan akal sehat di bilang pemalas . . . Bejat, majuo kabeh sak perumahan, LOSSSSS, #RaUsahMundurRaUsahWedi'",1,1
1929,USER USER USER USER USER USER USER USER USER USER USER USER USER udah mulai kampanye? ntr kalau tetep presidennya Jokowi jgn mencret ya \xf0\x9f\x98,1,1
1930,"Urus endog saja ga pecus gmn dgn urusan yg lain ,\n\nDasar cungkring dah pea ,minta 2 x'",1,1
1931,Apakah cocok-cocok penis dengan empat istri akan diijinkan Pak Lukman?,1,1
1933,USER Tweet kamu bikin netizen suudzon ke kamu. Kurang-kurangin. Ngentod',1,1
1935,Anda memenggal video itu. Untuk menggoreng angin? Cuma orang dungu yang nekat menggoreng angin:),1,1
1939,USER Dasar brengsek',1,1
1940,RT USER: USER USER USER kafir PKI nyamar jd islam dia. yg jelek2in jkw itu kafir PKI smua.,1,1
1943,alumni sekte togel banyak kena gangguan jiwa :)) #KARMA,1,1
1946,"USER Kalau dpkir walaupun kita tdk stuju ""islam nusantara""tp scr gak langsung nama ""islam"" kena kena juga imbasnya \xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\nBrengsek tuh Antek Zionis yg nyelip diormas !!'",1,1
1953,jaringan indosat memang ampas sekali \n3:) fuck you indosat',1,1
1955,"Gaya beruk preman kampung, begini klo mantan supir tembak metromini masuk dpr. Kampungan berdebat malah ngajak berantam dan ngancam kyk banteng. URL",1,1
1967,"Gak apa apa disebut Cebong. Tapi jangan sebut orang lain dengan sebutan kafir, karena kafir tak boleh jadi pemimpin, kafir tak boleh dijadikan teman, kafir harus dimusuhi, dll, dll....\n\nBegitu, tad.'",1,1
1969,Cocot bosok.',1,1
1971,"Hi.. Hi.. Hi.. ; Kitab Suci Berisi Ayat Fiksi alias Hayalan belaka. ; ; Berarti Kitab Suci Berisikan HOAX .; Penyebar Agama = Penyebar Hoax ; ; Pantesan, semakin orang mengimani kitab suci Otak Makin dipantat dekat dengan Kentut ; ?????; #atheis; #Gem",1,1
1973,"USER USER USER Salahnya Dia, mukanya jelek, mulutnya bay, otaknya Kotor. Apalagi didikan parte munafik ngaku dakwah kelakuan bejad.'",1,1
1986,"USER Front Perusak Islam gak bakal demo anies ,sebab sama sama rusaknya, apalagi ketua cabulnya kabur gak tanggung jawab , pengecut munafik hadapi proses hukum'",1,1
1988,Efek TGB Kayaknya bnyk temen2 yg bicaranya mendadak udah kek cebong ya?! \n#OgahJadiCebong',1,1
1991,USER Mantan yg terkutuk',1,1
1994,"USER Wkwk curcol lu bajing, kaga masuk mentab mampus'",1,1
1997,"mmg kalo gak pernah turun langsung ke lapangan.., maka tdk pernah tahu masalah yg sesungguhnya... panteslah kalo jadi jongos Cina... huft",1,1
1998,"USER USER USER Lebih sadis gerombolan elo saat SBY berkuasa, sampel bawa kebo segala.. klo rezim kodok bawa babi udh diciduk.. gitu bong.. ingat jangan mendem aja di kolam butek.. otak Lo jadi pindah ke dengkul bong..\xf0",1,1
2004,USER SIRIK AE LU ONTA\xf0\x9f\x98\x83',1,1
2011,"USER USER USER USER USER USER USER USER Nanti bisa2 kamvret bilang, pak Jokowi antek china karena kasih banyak medali emas utk china ! \n\xf0\x9f\x98\x82'",1,1
2015,"USER USER USER Katanya pintar gw tanya gugat nya gimana malah ngataian cebong , ngeles kayak bajaj aza loe kata. Menguggat itu gampang .... Hahahaha'",1,1
2025,"Dapet wi-fi rumah sakit, emang saik lah \xe2\x99\xac\xef\xbc\xbc(\xef\xbd\xa5\xe0\xb8\xb4\xe1\xb5\x8c\xef\xbd\xa5\xe0\xb8\xb4)\xef\xbc\x8f\xe2\x99\xaa walopun ini rumah sakit orang-orang nya kek kampret (\xe2\x98\x9e\xe2\x97\x91\xe3\x85\x82\xe2\x97\x91\x",1,1
2030,"USER mls deh gwa baca nya, emg bener2 sok ganteng bgt si lw onta'",1,1
2038,"Beda dgn Muhammad Arab Buta Huruf Mengaku Nabi, dipercaya sempurna padahal nebarkan kebiadaban: bunuh & cocok2 Penis",1,1
2053,USER USER Ini orang pasti lupa bayar karyawan nya jangan bacot',1,1
2060,Boleh donk..\n\nUMAT ISLAM membuat DAFTAR nama2 MENTERI SONTOLOYO dan MENTERI yg KORUP\n\nBgaimana klo DIMULAI dg nama :\n\nUSER \n\nMenteri paling SONTOLOYO\nMengaku MUSLIM tp tabiatnya menista ISLAM\n\nMenteri yg pro LGBT ini justru membata,1,1
2068,USER USER USER USER Titip bogem aja vroh ... Dibiarin ngelunjak tuh kunyuk',1,1
2069,"USER bodo, lu aja nenek kan'",1,1
2070,Perampok goblok. URL,1,1
2071,USER USER USER USER USER USER USER Sekte kampret . Kecoa jamban. 212. Genk daster . Gak ingin jokowi 2 periode. Pikiran mereka kapan gw bisa nilep duit negara ? Ngadalin umat dll\xf0\x9f\x98\x82.',1,1
2072,"USER cebong takut anies akan mnyapu habis got"" slruh indonesia.....hingga cebong gak bisa hidup lagi.'",1,1
2077,USER FI : Ni cewek satu agak burik keknya\n\nNow : BGSD TERNYATA HODE BURIK',1,1
2078,GAPERNAH MENDALAMI AL-QURAN YA BANG??? PANTESAN MULUTNYA KAYA ORANG KAFIR BEJAT HINA USER',1,1
2080,USER USER rep help rt lelang acc ??? mata lo picek? mentang2 username kita sama2 y depannya terus lo bilang kalo gue ngikutin usn lo? pengen amat lo diikutin segalanya',1,1
2086,USER Ge doain antek si gerung modar kena bom',1,1
2101,"USER Lalu kembali aku bebisik kepadanya dgn lebih lembut dan penuh cinta, ""raimu mangan gaji buta kampret!""'",1,1
2106,USER USER USER USER Maksud gua ngatain USER yg goblo!!! pak jokowi selama ini bayar utang SBY jadi utang itu yg bayar pasti presiden berikutnya.,1,1
2118,"Apakah ini beradab? Jika setuju, tidak beradab, buang Islam karena hanya dgn buang Islam, kebiadaban dapat dikurangi",1,1
2120,USER USER USER USER Cebong DUNGU... Apakah ada aturan di USER tentang larangan tulisan berita ??',1,1
2125,RT USER: Akun kecebong yang ada kebanyakan dikelola etnis tertentu. Gaya pengecut cebong Jakarta. Mereka dendam dgn anies-sandi.,1,1
2132,USER Shia kafir. \xf0\x9f\x98\x82',1,1
2134,USER USER bacot kamu pecun',1,1
2135,"RT USER: USER Saya pikir naik onta kesana bro, eh ternyata masih pakai juga buatan kafir. Makanya jangan ngebacot semba\xe2\x80\xa6'",1,1
2138,RT USER: maju lu anjing URL,1,1
2141,USER kaya tai congor jebleh lebar kaya anjing',1,1
2151,"ahmad dhani itu borok, sampah, babi, anjing. Saya adalah orang pertama yg sangat muak liat muka dhani dan saya berbangga.",1,1
2154,USER mata lo picek',1,1
2155,Kalo badan ue bisa ngomong:\n\xe2\x80\x9cHoi lu ngga denger tulang gue bunyi semua? Mata gue lelah liatin layar mele! Tangan capek ngetik mele? Heh budek apa lu?!\xe2\x80\x9d\n\n\xe2\x80\x9cGue denger bego!! Maafin ue\xe2\x80\x9d \xf0\x9f\x98\xad\xf0\x9f,1,1
2156,Perilaku Si BABI USER ini memang benci dgn hal berbau Islam. Cocok dgn Ahok. USER,1,1
2159,USER USER USER Wajah anak lo Kliatan Bgt ya!! Penuh dendam dan kebencian! Pasti anak anak lo makan dari hasil uang haram. Bapaknya kayak lo!! Banci dan rumpi!!! Lo ngatain gue makan tai?? Nah lo dan istri serta anak anak dan ortu lo makan bangke uang haram,1,1
2160,USER Ayo mana si tua bangke dan pendukung kampretnya...',1,1
2162,"USER Pak USER mungkin Anda tak perlu umumkan Muhammad nabi gadungan, biarkan rakyat dapat info benar",1,1
2165,USER USER USER USER Sangat Setuju Sekali! Bangsa Indonesia butuh USER sbg seorang pahlawan nasionalis yg mengajarkan kita untuk mencintai NKRI. Para kaum radikalis pecinta kencing onta biadab ini hrs disingkirkan! Kerjaan rad,1,1
2171,USER Habis enak terus disakitin \nDasar cowok brengsek',1,1
2180,USER USER USER USER USER USER USER USER USER Yaa namanya juga kegoblokan akut bang. Diajarin pinter malah makin dongo \xf0\x9f\x98\x81',1,1
2184,USER USER Karena bayk terdoktrin tagar ide PKS \nWalau pendidikan tinggi malah jadi sontoloyo\nKetololan mengalahkan kewarasan\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4',1,1
2189,Ex Koruptor\nNyaleg..?\nApa partai Politik..\nTak berfikir..\nItu bisa menurunkan\nCitra Partai..?\nGeblek amat..',1,1
2193,Ahok si penghina Al - Qur'an dan Ulama ini selalu bersikap menjijikkan yaitu sok suci dan merasa paling benar https:\/\/t.co\/bTkCeTNk0g,1,1
2194,USER Alhamdulillah gub gagal &amp; bobrok sdh diganti gubernur muslim yg jauh lebih baik. Insyaalloh #2019GantiPresiden ?; Jangan pernah lelah berjuang. Niatkan sbg ibadah dan nikmati perjuangan melawan pemimpin dholim,1,1
2196,USER USER USER Lo bilang otak gue belatung bersarang?? Ahhh! Ehhh banci!! Bukannya itu isi otak dan hati lo.. isinya belatung bangke karena kebencian akut lo!! \xf0\x9f\xa4\xae\xf0\x9f\xa4\xae\xf0\x9f\xa4\xae\xf0\x9f\xa4\xae',1,1
2200,"RT USER: Dari dulu USER &amp; USER sering langgar aturan UU, lu pade MINGKEM kek BANGKE!\n\nBegitu USER &amp; USER\xe2\x80\xa6'",1,1
2204,USER USER Salah ortunya dunk kak kenapa mereka kampret kalo mereka bukan kampret ga mungkin menetas kampret \xf0\x9f\x98\x85',1,1
2207,USER USER USER USER USER USER USER USER USER USER USER PKS = Paguyuban Kampret Sarap \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\x98\xa2',1,1
2209,USER USER Kebanyakan minum air kencing onta atau air minum dari suling tinja. makanya otaknya error. Stress',1,1
2212,"Kata para pki biadab agama itu candu masyarakat \xf0\x9f\x98\xaa tapi kalau agama itu digunakan untuk melawan feodalisme &amp; kapitalisme baru agama itu benar. Hei bajingan, begitu rendahkah kalian menganggap orang yg beragama? ingin menjadikan kami ala",1,1
2213,USER USER Mampus #MTVLAFANEXOL #MTVLAKPOPEXO #MTVLADANCEKOKOBOP USER',1,1
2218,#MataNajwaDebatJakarta topeng anda hari ini fix terbuka USER .. anda sama dgn yg mendukung anda.. BAU BUSUK,1,1
2224,"USER kalau sudah masuk lingkaran MLM, sulit lepas. upline jadi komisaris downline yg rugi; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #Pl",1,1
2225,USER USER Bocah pake baju item bangsad sekali tanpa ada rasa bersalah\xf0\x9f\x98\xb6',1,1
2233,USER USER USER USER USER itu BENCONG hasil selingkuhan maknya p3r3k gerwani dgn kuda wowok... lahir lah si onta bencong akun abal2..... ngeooaahahahaaaaa \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\x92\xa6\xf,1,1
2239,USER Cuma pinter bacot ya lawan nya bu Sri..? \xf0\x9f\x98\x81',1,1
2243,USER haha boca agama lucu. Baru bangkit dr abad pertama barangkali goblok fuck',1,1
2248,USER USER Cebong mah di otakny ngeres mulu. Hny seputaran coli',1,1
2266,"Tipikal bani 212 bin onta kampret : cepat memuji org yg dihormati, cepat juga mencaci nya kembali.... salam TGB ... ngoahaha #BubarkanPKS'",1,1
2269,USER Kakak kampungan cuyih',1,1
2271,#2019GantiPresiden scra konstitusional itu hak setiap rakyat woii! . Gini nih kalo klo planga plongo tp kelakuan otoriter.,1,1
2277,"USER Den...den...\nNista banget hidup lo..\nUdah fitnah Abu Jibriel gak minta maaf, sekarang bikin fitnah baru lagi.\nDan followermu, menyedihkan banget tingkat kecerdasannya....\nMain setuja setuju ae mbek congormu.\nBosok, su....'",1,1
2279,"USER Emangnya lo siapa, sontoloyo si pengecut'",1,1
2280,USER org kaya gitu emg maunya bayinya dibunuh aja. polisi moral keparat',1,1
2283,USER USER USER USER USER Apa beda nya sama bani kampret kayak anda bro... Mudah di provokasi \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x86',1,1
2284,USER brisik lu bacot',1,1
2289,USER USER iih...cebong cebong....gagal paham kali kau....ga salah kalau udah kena virus cebong...jadi dungu...hahahaha ga bisa trima kenyataan yah....kasihan deh lo.',1,1
2291,"USER klo jaman dki yg dimainkan isu cina ,kapir. sekarang yg cina kapir justru dari keluarga si ono. silit eh sulit lah'",1,1
2294,USER USER berani bubarkan KPK?? akan berhadapan dengan rakyat kau anjing,1,1
2295,"Woohoo, lumayan juga ternyata wifi di rumah nih~ \npenolong saat kuota habis sebekum waktunya.. kampret nih tri~ \xf0\x9f\x98\xaa URL",1,1
2298,USER ya lu bacot bngst',1,1
2301,hestek tandingan dr #PersibTakutMainDiJakarta nggak nyambung dg fakta yg beredar .\n#VikingAnjing\n#PerSSIb\n#persLIB\n#LigaIndonesiaBandung\n#BotolKosong nyaring bunyinya macam congor mereka \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x9d\xf0\x9f\x98\x,1,1
2306,USER USER USER USER USER USER USER Hihihi..cebong rasa kampret tu gue kira cuma ada dlm dongeng.\nRupanya....\xf0\x9f\x98\x82',1,1
2310,"USER Saya tiba2 langsung stroke, wekekkeke ini mah cuma orang picek aja yg gak tau'",1,1
2315,"USER Elu,omong apa culun??'",1,1
2316,USER Mampus',1,1
2323,mau cerita. laki2 emang brengsek ya. dasar cupu',1,1
2328,"USER USER itu kerjaan cornelis, tionghoa yg stress gila'",1,1
2329,USER Modal cebong cuma COPAS. Bukti kapasitas otak minimalis...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1
2330,USER USER USER Makasih aku memang unik ga kaya armeries udik',1,1
2335,Babi haram babu halal hanya ulah Muhammad BEJAD mencatut nama Tuhan,1,1
2341,USER Selamat datang di tim yg dulunya berjaya sekarang menyisakan pemain2 burik \xf0\x9f\x98\x82',1,1
2346,"- lipstick di sapu tangan Bora.\n\nDan diriku dalam hati, ""Mampus malu luh. Makan tuh cipokan.""'",1,1
2349,USER USER Makin sarap nih si jul... Bntr lagi sirosis dia.',1,1
2355,"USER USER USER USER USER Si rosa ini kok mukanya tugu peringatan kenapa nggak batu nissan.. yg gentle dong, nggak apa2 juga kaum cebong'",1,1
2360,USER Onta ya beginilah.. kaga punya otak kaga bisa mikir..picik..',1,1
2361,#MataNajwaDebatJakarta lucu banget jawaban ahok.. gak nyambung. Ditanya apa di jawab apa. Kena skak mat d pertanyaan isu agama tdi. Dasar cina tolol hahaha,1,1
2362,"USER IsNus baru netes dari telor kodok sejak si said Agil jd kolektor cebong, bang..\nDan dia cm idup dr sari2 comberan yg hasil buangan, makanya dia sll koar2 ttg IsNus.. \xf0\x9f\x98\x82\xf0\x9f\x98\x82'",1,1
2363,USER Ko malah jadi ngebagus2in negara yg katanya kapir tat??.. jangan2 ustad mo hijrah k thailand ya',1,1
2368,RT USER: Sebab tu tahun demi tahun semakin kurang peluang pekerjaan untuk rakyat sendiri. Warga asing ni semua dah bolot sektor se\xe2\x80\xa6',1,1
2369,Rihanna ternyata ngga diet\nlah u siapa kampang ngomongin kalori',1,1
2384,USER Terkutuk maling2 negara...karma hampiri kalian',1,1
2393,USER gasuka sm org yg playvictim ew najis',1,1
2402,Si Ahok kampret emang gak becus kerja. Pencitraan mlulu tuh si Ahok kampret. URL,1,1
2405,"muke lu katrok, tampang & kelakuan sinkron",1,1
2416,"Jokowi harus segera di lengserkan dan di ganti oleh Ahmad Heryawan. Cebong jgn nyolot, saya Hanya Beri Contoh lo",1,1
2417,"Bagian dari melestarikan dungu & biadab Islam, melestarikan dukungan terhadap teroris Islam",1,1
