,Tweet,HS,Abusive
2466,USER namanya juga rejim jungkir balik ga malu lagi pengen 2 periode sori ya ane mah memilih 2019 ganti peresiden',1,0
2467,Saatnya Di lengserkan. lengserkan jokowi,1,0
2468,USER Intinya prabowo dan amin berprasangka yg tidak berdasar itu krn ingin menjegal PDIP tidak berkuasa lagi di 2019.,1,0
2469,"26. Sabtu kemarin polisi memilih hentikan diskusi Sesuai dugaan... USER serang Jokowi dengan isu pemerintah represif, rezim otoriter",1,0
2476,Bagaimana jika Kapolri pensiun dini saja ketimbang tdk punya ketegasan memimpin polri yg pd akhirnya aduan spt ini jadi korban & terabaikan,1,0
2477,"Usir aja nih cina satu. Ki gila pamungkas dibui gara-gara anti cina. Lha ini cina udh numpang di negeri ini, malah... URL",1,0
2485,Tidak perlu ... Biarkan Jokowi melindungi Ahok ... Tahun 2019 kita lengserkan Jokowi ... Itu baru mantap,1,0
2487,USER USER USER USER Setuju. Memang PKS bukan PKI. Cara2 PKI ini persis seperti cara2 pks menggaet golongan akar rumput dengan isu2 agama. Maka dari itu PKS disebut sbg partai komunis syariah.',1,0
2500,"Ajak rakyat wisata ziarah dalam negeri, jangan biarkan rakyat terus ditipu melakukan ziarah Umroh & Haji",1,0
2507,"Agar dapat bekerja BERSIH, jajaran KemenAg harus tahu, Allah SWT menjanjikan rampasan, bukan Tuhan dan harus DIBUANG",1,0
2512,Usir budha dari tanah jawa!!!!,1,0
2513,Yg mau lengserkan Jok pasti lawan politiknya spt SBY wowo HT TS PKS.biasa bayarin demo-demo..FPI.jgn takut pak Jok.Rakyat TNI POl bela JokAhok,1,0
2517,"USER ~ Tokoh2 agama yang 'berpolitik praktis' dengan &amp; untuk identitas keagamaan untuk jabatan2 publik seperti Presiden hingga Lurah?. Itu seperti di lingkungan agama Budha, Ngaku biksu, Tetapi makan daging &amp; minum miras, Bahkan berkeluarga",1,0
2518,Agus silvy Tukang Fitnah DebatFinalPilkadaJKT,1,0
2519,"Bahaya Islam sudah TERBUKTI, lihat Teroris Islam, ISIS dll. USER di pandang dari sudut mana islam berbahay.",1,0
2525,RT USER: Saracen digunakan Anies Sandi utk serang Ahok? Mosok sih? Iya apa iya banget? URL,1,0
2527,RT USER Ayoo jaga keutuhan NKRI!!! Tangkap Penista Agama!!! StopKriminalisasiUlama URL,1,0
2532,GANYANG PKI! Perkumpulan Kripik Indo... URL,1,0
2533,Orang ini akan nyunsep bersama jokowi 2019. URL,1,0
2534,RT USER Akhirx berhasil dikotak kotakan dibuat saling benci. Jaman sby gk gini2 amat,1,0
2537,RT USER Usir aja duta besarnya Negara yg Kristen aja udah putus hubungan diplomatik.,1,0
2538,"USER PBB Minta Dunia Kumpulkan Dana Kemanusiaan Rp 11,9 Triliun untuk Irak > Sia-sia sebelum Islam dibuang",1,0
2549,USER China Negara Komunies Anti Islam .. Sgt Disesalkan Justru Rezim Berhutang Ma Negara Komunies,1,0
2550,"Ayo Muslim hantam terus LGBT, rakyat akan paham yg harus DIBUANG Islam USER Parmusi Dorong RUU Anti Paham LGBT",1,0
2553,Entah kenapa pesimisme yang justru ditonjolkan oleh rezim jokowi,1,0
2562,Bila sesuai kepentingan jokowi didukung bila mengganggu kepentingan akan disikat,1,0
2565,41. Bila bijak USER akan memilih opsi mundur dan bila berambisi kekuasaan Jokowi akan pilih opsi bertahan,1,0
2567,USER Pak USER tujuan hidup Muslim beribadat ke Allah SWT bertentangan dgn kepentingan bangsa & negara,1,0
2568,Beritanya BOHONG MULU nih pak jokowi URL,1,0
2571,"USER USER USER USER Coba ente kroscek soal tka ke dede yusuf, sama tuh dia juga oposan kaya ente tapi dia realistis dengan data dan mata kepala sendiri, gak kaya ente cuma katanya ente telen dah tuh mentah2",1,0
2587,"Begitulah Pak jika seseorang sudah mengidap paranoid kayak bapak ini, semua ditangkap",1,0
2588,USER USER USER Membawa nama Islam tp mnggunakan cara PKI.\nPartai Komunis Syariah',1,0
2593,Mari kita pecat ahok dari gubernur Jakarta krn hny bikin rusuh dan konflik di negeri ini jangan mau dibohongi ahok,1,0
2594,"Ingat-ingat Jokower RT""USER: USER Nah disini tim sukses Ahok agak terlena mereka lebih mengedepankan hasil kinerja (rasio) ketimbang 2 aspek lain.""",1,0
2597,"Keputusan ERKA hari ini harus kita HORMATI, begitupun sebaliknya KAMI tidak akan memilih partai pendukung PENISTA AGAMA.",1,0
2601,RT USER: Setya Novanto sampe level tertentu akan pendendam. Tp ga akan bikin lawannya babak belur sampe mati.,1,0
2602,RT USER USER Pasti ada hubungannya sama partai komunis dari Cina ini rezim antek antek aseng!,1,0
2603,"Apa KASN BERANI LAWAN?KL.IYA\nRAKYAT SALUT..!JGN HNY KY OMBUSMAN..KOAR2 TRS.DIEM.MANA HASILNYA?MALAH NGURUSI TKA DISULUT!APAAN TUH..TANAH ABANG DITUTUP.USER BUNGKAM.PD TAKUT ORMAS ATAU TAKUT G DPT/DISETUJUI BAGIAN APBD?KL NIAT UD\nUSUT ,PASTI B",1,0
2622,"mau setya novanto tersangka atau alien kena.. tetap blokir jokowi , pecat jokowi.. tutup pintu istana buat jokowi",1,0
2635,"Detik detik Presiden Indonesia, eh Gubernur Indonesia ? pak USER bertemu dengan Presiden Turki USER ; ; Tanpa teks, tanpa bingung lgsg nyrocos ngomong nampak sangat Akrab sekali. Beda dengan si itu... Ah sudahlah gak usah dibahas mmg kelia",1,0
2644,RT USER PENJARAKAN PENISTA AGAMA !!! ATAU USER TURUN !!! URL,1,0
2655,RT USER: USER Bubarkan DPR/DPRD...bentuk Pansus hak Angket dari rakyat utk bekukan DPR/DPRD,1,0
2671,BELA JOKOWI! Ruhut Sebut Prabowo Tak Akan Bisa Tandingi Jokowi Di pemilihan presiden 2019 Jangan Terlalu Ambisi: URL melalui,1,0
2681,Sedikit sedikit lapor apa gak ada habisnya ini rezim jokowi? Aneh. URL,1,0
2682,"Bahkan jk bnr mrk imigran pun,mrk sdh tinggal sblm brdiri Myanmar1948.Apa imigrn cina boleh kita usir dr indonesia?Bnyak yg siap kl aturan mainnya begitu",1,0
2688,Antek Komunis ini sebut Film G30S-PKI isinya bohong URL,1,0
2695,"Anda keliru nyebut KEMANUSIAAN, yg benar KETUHANAN, TUHAN datang melayani, bukan pamer kekuasaan spt diajarkan Quran",1,0
2696,USER USER USER USER USER USER USER USER USER Pede amat sih loe.. loe ngga milih pun ngga ngaruh..??? #2019GantiPresiden,1,0
2705,Teroris Budha Myanmar menembaki perahu yg ditumpangi anak-anak,1,0
2715,"USER Itu perbuatan kaum nasrani atau yahudi kali om, utk memecah belah umat muslim. Astagfirullah'",1,0
2726,RT USER USER USER USER USER USER Kasus para simpatisannya pak prabowo ga ada yang bener,1,0
2736,RT USER USER USER USER Itu doa bro kan semua akan tua pada waktunya dan digantikan yang muda begitu juga USER,1,0
2743,RT USER Cina tidak termasuk salah satu RAS di Indonesia. Beda dg SingaPur,1,0
2750,USER USER Namanya PRRI susah. Gampang PKI,1,0
2752,USER Kalo sby nikahkan anaknya dengan koruptor berarti?,1,0
2755,"Bahas kebangsaan hrs dijelaskan Tuhan YME dlm Pancasila utk semua orang Indonesia, Allah SWT benci kafir bukan Tuhan",1,0
2756,"Wow, dana-nya dari mana?!?!; Sungguh terlaluh kau kowi!!!; Balik solo!!!; #2019GantiPresiden",1,0
2762,USER ada baiknya beliau diminta mundur saja pak USER jika memang mau berpolitik,1,0
2777,USER Mao naek apa kek....bodo amat..kaga. Ngaruh keleees...; Lihat polling gogle 91% minta Presiden nya diganti..; Ha ha ha....; #2019GantiPresiden; #PakOgahGantiPresiden,1,0
2781,USER Kangen dg kediktatorannya & kebodohannya jd antek USA membohongi rakyat demi kepentingan asing rampas SDA & perkaya diri,1,0
2790,"USER USER USER Terang benderang Boediono berkeinginan menjadi Wapres saat itu, dzholimnya dia membohongi rakyat bahkan anak buahnya dengan menutupi seakan ekonomi Indonesia pasti runtuh jika tdk menyelamatka bank Century. Bung RR ba",1,0
2795,Wow terciduk satu persatu tim sukses anies sandi ada yg jualan fitnah,1,0
2799,USER Cara apaapun yg dilakukan PSI tak akan laku di Indonesia....\nRakyat tahu PSI itu agen komunis....!!!',1,0
2805,JakartaBanjir Pemimpinnya gak punya akhlak yg baik... PENISTA AGAMA.,1,0
2806,Kedekatan lawyer satu merk yg dipakai pada lampu JPU di DKI dgn Ahok gubernur saat itu dduga menjadi alasan terpilihnya satu merk tersebut,1,0
2809,Hay..Guys..Kita Lihat Yo..! Siapa Sebenarnya yg diSebut Pasukan Nasi Bungkus itu..? Yo kita Buktikan..Kalian bs buuktikan..! jg lupa Gass Pool lg yo..#2019GantiPresiden nya..sip.!,1,0
2810,USER Bubarkan DPr,1,0
2811,Gpp biar sekalian aja hancurkan rezimnya USER URL,1,0
2819,"Kang USER ,fakta hari ini,partai pendukung si penista agama sangat dibenci rakyat,termasuk rakyat Jabar. URL",1,0
2822,"Insyaallah tgk, sudah kita lihat pengalaman saat ini, kepentingan umat disepelekan. #2019GantiPresiden",1,0
2825,Sejarah PKI. Antek komunis lg sok tersiksa URL,1,0
2835,RT USER: Hanya pemerintah dan negara komunis tdk mengakui Pancasila tidak bertuhan yang tidak peduli amanat penderitaan rakyat.,1,0
2836,Setya Novanto Menang Hukum Sudah Mati Suri URL,1,0
2841,Mukanya mpo Silvy Asem bangett ngakak kena deh abis jahat sih #DebatFinalPilkadaJKT,1,0
2842,RT USER: Anies Sandi akan dikenang dlm sejarah menang secara tak terhormat. nanti Anies Sandi dilantik kan beres urusannya. Pak Djarot lagi sibuk.,1,0
2846,Mas apa gak takut di pecat setya novanto krn setnov ngebelain si penista agama.,1,0
2856,RT USER USER USER Udah benar langkah pemerintah utk bubarkan. Slain jd akun nyinyir kader jebolan HTI bbrpx,1,0
2864,Tunggu apa lagi?? Batalkan pelantikan Anies Sandi,1,0
2865,Komunis itu akal-akalannya kivlan zen aja sbg bentuk kekecewaan krn USER tidak jadi presiden URL,1,0
2866,Pensiunkan kapolri USER USER URL,1,0
2871,Apa Yg Ingin Di Persenjatai Itu Sebuah Bukti Bahwa Yg Anti Pemerintah Berpaham Komunis..?Terlalu Dangkal Bukti Lu Med USER,1,0
2874,Bubarkan aja dpr..kebanyakan diam URL,1,0
2876,Dalam 25 Tahun Utang Jokowi Setara 5 Tahun SBY: Rakyat Diperas untuk Membayar Utang ! URL,1,0
2884,RT USER: PRABOWO terbukti terlibat kasus PENCULIKAN URL,1,0
2887,Kami punya TAKBIR yang akan ganyang kalian PKI!!!,1,0
2903,Cawapres terduga korupsi e-ktp.. cagub jatengnya pun terduga korupsi e-ktp.. tapi msh blm ditindak? #2019GantiPresiden #2019PresidenBaru,1,0
2921,"kalo mau Indonesia ini kembali damai, usir cina dari Indonesia.",1,0
2922,RT USER: Ada apa dengan mayoritas etnis China di DKI?\nMengapa begitu solid mendukung penista agama Islam?\n\nDendam?\nTidak nasionalis?,1,0
2941,Kemaren di SIANTAR di COPOT spanduk mu; sekarang CURI-CURI KAMPANYE di tengah DEMO; mana PANWASLU ni; SI DJAROT MAIN CURANG KAMPANYE di tengah DEMO buruh; TINDAK TEGAS PASLON CURANG NO. 2 #djoss #register40 #pilgubsu2018 #pilkada #sumut;,1,0
2943,"Selama Mukidi berkuasa, orang spt FA, Kodat, Bopeng, Nathan, dkk dijamin aman.; #2019GantiPresiden",1,0
2945,"Kita harus melawan, usir dubes nyanmar, boikot segala urusan dg budha",1,0
2953,USER USER USER USER mgkin kalo tembus smp 15000 akn ada menteri keuangan indonesia yg dapet pghargaan sbg mntri terbaik sebumi plato &amp; mars.; ; #2019GantiPresiden,1,0
2962,KPK SDH MENYERAH DAN SIAP DI BUBARKAN? URL,1,0
2967,RT USER Zaman sby korupsi aman nggak ada yg kutik-kutik,1,0
2974,yg Mudik bisa puluhan - ratusan juta...; Jokowi kalo main2 soal libur lebaran..; baru ada dia membuat kebijakan; ganti presiden 2019..; harus nya 11 - 22 ( 23 &amp; 24 sabtuminggu kan libur ); arus balik lebih aman..; arus balik beban psikis nya tinggi..;,1,0
2975,"Setuju Panglima... Antek""&Pengkhianat Peliharaan Asing&Aseng Kapitalis TERLIHAT Mreka BrKEDOK Demokrasi&Pura""Toleran",1,0
2982,RT USER USER Cc USER USER mohon segera ditangkap manusia sampah ini KaPolri KaPolri KaPolri,1,0
2985,Nomor 1 sok tau lagi lansung di skak wkwkwk #DebatFinalPilkadaJKT,1,0
2986,"Bukan kebetulan kalau setelah Reformasi bergulir, hampir semua media di Indonesia dikuasai oleh non-Muslim & moral masyarakat makin hancur.",1,0
2989,"Dana Haji di Embat ?! Saatnya Jokowi di Lengserkan ! Negara di gadaikan ke asing. Defisit semakin besar, APBN Amblass Turunkan JoKoWi",1,0
2998,RT USER Oh ini to cara memenangkan anies sandi kemarin pake saracen ya,1,0
3016,Dan setelah Blokir Jokowi saya harap ada lengserkan jokowi,1,0
3019,"USER USER Kalau saya melihat kok yang kebangeten itu para pejabat tinggi negara, para Menteri, wiranto, gp ancor, abu janda dll.. Masak presiden dan simbol negara dihina kok pada diam saja?'",1,0
3028,USER ; bantuan cuma pencitraan.,1,0
3045,"Para pembajak agama ini intoleran dan reaktif, mereka terbiasa menggunakan agama sebagai badik untuk menusuk lawan duniawinya. Tapi mendadak toleran ketika keyakinannya dihina oleh kawan duniawinya. ; Ya, mereka memang gunakan agama untuk mengejar tujuan2",1,0
3052,USER USER USER USER Polisi dan pemerintah sedang menyimpan bom waktu... ujung2nya ras tertentu Yang akan menanggung akibatnya',1,0
3062,Di buku Jokowi Undercover itu juga jelaskan knp SBY dukung Jokowi di pemilihan presiden 2014..krn ada rahasia kotor/korupsi yg dipegang Cukong cina,1,0
3063,Masjid dipasang spanduk #2019GantiPresiden mereka marah.; ; Tapi masjid dipakai ceramah politik oleh Hari Tanoe yang non-Muslim mereka dukung.,1,0
3067,Penista Agama menjadi Santri Kehormatan.Yang kasih ini ke ahok otaknya perlu direparasi.Demi Pulkada nama Santri yg baik kailan jual belikan,1,0
3069,"Kekalahan Suharto-Prabowo melawan opini pada 1998 lebih dikarenakah keterlibatan Konspirasi Global di mana AS - China dan seluruh sekutu mereka mendukung rencana CSIS, elit Katolik Radikal dan Konglomerat Tionghoa utk menjatuhkan Suharto'",1,0
3070,19.pemimpindarimasjid adalah pemimpin yg dapat mengajak kita untuk menjalankan syariat Islam secara sungguh-sungguh. Jatuhkan pemimpin non muslim,1,0
3080,"msh ingat Siloam cina kita usir ! andai ku mati , anak-anak ku sudah paham Filosofi hidup! Harga diri diatas segalanya , bukan di kaki Penjajah",1,0
3081,USER USER trus mau loe apa antek-antek wowo? \xf0\x9f\x98\x86\xf0\x9f\x98\x86',1,0
3082,"Apakah Anda jujur, percaya Allah SWT perintahkan penggal kafir adalah Tuhan, Pak Lukman?",1,0
3093,"USER USER USER USER USER USER USER USER Klu jaman pak Harto anak"" berprestasi di perhatikan....\nKlu jaman Rezim skrg yg Lebay yg di panggil ke istana....\nRezim aneh....\n#2019GantiPresiden'",1,0
3099,Cc USER mau 2 periode rakyat sndri d PHK trs import jutaan TKA china...mending lu prgi jauh2 dri NKRI krn negri ini ga butuh pengkhianat yg mengorbankan rakyatnya demi kepentingan dan golongannya sndri\n#2019PrabowoPresident08 URL,1,0
3116,Penciuman Pak Jokowi memang tajam kalau soal pencarian uang.. upss salah penghutangan uang... Salut dengan... URL,1,0
3119,BUBARKAN SAJA PANSUS KPK.kalo Perlu Buat Poling.Rakyat di luar parlemen biar yg menentukan Bubarkan Pansus KPK. URL,1,0
3124,Rezim sipil yg mengerikan saat ini bs kita lihat pd kepemimpinan seorg rezim sok rkyt pdhl sesungguhnya anti rakyat dan umat islam,1,0
3138,Indonesia makin mundur presiden nya siapa ya mas? Mas fitnah pakde jokowi? URL,1,0
3140,Hanya antek dan kaki tangan komunis yg tak punya hati perut URL,1,0
3145,USER Membohongi RAKYAT ada harga mahal yg harus dibayar. USER saatnya anda mempersiapkan diri menghadapi seluruh kasus2 korupsi dari solo hingga DKI. ; Anda sangat tak layak jadi Presiden RI ; #2019GantiPresiden,1,0
3155,USER ganti aja ama prabowo.. kelasnya cuman dubes,1,0
3157,dan pak USER bilang ini pencitraan URL,1,0
3160,"Apakah Allah SWT datang menolong, Bang Fahri. jika tidak, berhenti solat, tak ada gunanya",1,0
3164,"USER USER Bicara komentar gampang menggunakan bahasa seolah anda tahu sok pintar menilai, Anis bisa jadi gubernur klo gak isu sara susah menang ,orang bijak TDK meng olok olok",1,0
3165,Jayalah korupsi keinginan USER utk bubarkan USER semacam akan terwujud URL,1,0
3169,USER Laki-Laki hebat untuk #2019GantiPresiden ????,1,0
3173,USER Mudah2an keluarga si gerung kena bom...',1,0
3181,USER siapa bilang harga minyak dunia naik... kalau nga bisa jadi Dirut Pertamina mundur saja USER URL,1,0
3185,Muslim Indonesia lbh maju berhenti nyembah2 Allah SWT yg ngoceh: Aku jatuhkan ketakutan ke hati orang-2 kafir (8:12),1,0
3186,"USER USER Asli ane ngakak smpe skt perut dan mau pipis ???????....ane paham maksud dan yg di definisikan oleh Rocky Gerung, kok org ini malah sok-sok an lapor2....?????? ceritanya sih mau bikin gebrakan supaya dibilang membela agama...tapi",1,0
3191,"Anda percaya Muhammad Nabi atau tidak, tuliskan argumentasi Anda ke Pak USER agar tak ada keraguan lagi",1,0
3193,"Gak Perduli ; Reply-ku nyambung apa enggak, ; yg penting ; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPreside",1,0
3197,"Bro USER, ente sebut 'Kitab Suci' fiksi berarti semua agama bkn dari wahyu. Pernyataan spt ini mutlak scr harfiah dan filosofis melanggar keyakinan umat beragama, konstitusi dan norma agama, ente ini penista semua agama yg paling kotor! #AtheisDete",1,0
3206,USER USER Era SBY ada pembangunan di papua? Ada juga hambalang tuh... pembangunan pln mangkrak brp banyak?,1,0
3215,Pengkhianatan PKI membunuh para Jendral PKI keblinger kata BungKarno.Bubarkan PKI Turunkan harga2 dan bubarkan kabinet Tritura.,1,0
3219,USER USER USER USER USER kenyataan bos. Kita mah nga suka bikin hoax seperti bani nya nabi ngAhok \xf0\x9f\x98\x8a',1,0
3224,Cina telah menguasai ekonomi dan media massa. Ayo usir dari Indonesia,1,0
3231,RT USER yg banyak bicara itu USER trus yg bakar sekolah gimana?? URL,1,0
3237,Akun FB asma dewi pnyebar fitnah SARA pemilihan kepala daerahDKi dpenuhi foto brsama sjumlah politisi dantaranya anies sandi,1,0
3238,Usir Cina dari Indonesia,1,0
3247,RT USER Rapopo jaga-jaga siapa tahu muncul pki perjuangan alias pki plus,1,0
3256,USER Kupas tuntas gebuk habis antek antek komunis.,1,0
3260,Chirpified: Ekonomi Merosot Utang Bengkak BUMN Mau Dijual. Mundur aja pak jokowi,1,0
3261,RT USER USER Klonjotan kegirangan ngeliat junjungan &amp; idola loe satu per satu dipanggil Polisi t Politic_ID KaPolri,1,0
3273,Jgn pro asing gitu dong pak jok URL,1,0
3277,RT USER USER Ini mah pasti salah 1 anggota HTI yg sakit hati krn ormas nya di bubarkan &amp; ga bisa maju,1,0
3281,Hebat kok dipenjara dipenjaranya dijaman USER pula URL,1,0
3282,USER USER USER USER USER Syp dluu donk ASENG dibelakangnya \xf0\x9f\x98\x81',1,0
3284,"USER ht dari perindo udah mmpraktekkannya tuh.. ke msjid2, ke psantren2.; ; huuuft... kabuuurr..; ; #2019GantiPresiden; #2019GantiPresiden",1,0
3324,Teroris Budha (Govt) mengerahkan CyberArmy. Bikin Hoax &amp; meretas akun-akun Pro-Rohingya!,1,0
3331,"Kl sy gk betah Bg, makanya sy dr Kmren Mnta Desak MPR sidang Istimewa Turunkan Jokowi JK",1,0
3336,"Teriak ""bubarkan PKI"" itu bagai orang yang pulsa listrik rumahnya habis tetapi malah mengutuk semua orang karena ketidaktahuannya sendiri",1,0
3343,"Iya, TNI AD emang nafsu banget pengen ikutan di pemerintahan, doktrin kekaryaan. Makanya dia dukung Soekarno bubarkan Parlemen dgn Dekrit",1,0
3347,Bubarkan KPK perkuat lemabaga negara sistem politik,1,0
3367,"Ahok di lantik gubernur.... bukan anis, anis ga pantes jadi gubernur",1,0
3373,USER USER Jadi ini ada plakat gitu isinya kerjasama antara polisi indonesia sama polisi tionghoa. Tapi menurut penjelasan polisinya itu mereka tolak karena harus ke mabes. Tapi liat fotonya malah udah kaya selametan gitu',1,0
3374,BELA IBU ASMA DEWI SEBAGAI BENTUK SOLIDARITAS ATAS KEKEJAMAN REZIM ANTI ISLAM . URL,1,0
3377,"Hasil Akhir, Menyatakan USER Melindungi Ahok TERDAKWA PENISTA AGAMA !!!",1,0
3378,Cie..ada mau yang narik-narik Gatot Nurmantyo bersaing dgn Jokowi nih...gak pas lah TNI aktif loh..Kalau buat 2019 Prabowo mau ditinggalin?,1,0
3394,USER rezim tukang nipu. hoax . anti kritik',1,0
3401,Gimana menyelesaikan kasus impor alutsista brimob ini pak USER ? Kl gk mampu mending mundur ajalah pak URL,1,0
3403,Nama: Gatot Saptono a.l Al Khaththath Status: Tersangka Kasus: Pemufakatan Makar (dugaan) Pendukung Anies Sandi,1,0
3405,Yeeee...; Indonesia hebat.; Indonesia dibanjiri Tenaga Kerja Asing.; ; Pk Jokowi Kren deh. Top banget. Kalau bisa Presiden Seumur Hidup.???; Ayo dukung Jokowi Balik Ke Solo; #2019GantiPresiden,1,0
3410,"Ayat apa yang dingajikan? Perintah perangi, bunuh, dan penggal kafir?",1,0
3421,"kenapa mesti diproyekkan ke asing?? katanya nasionalis, pancasilais....koq pilih asing. jangan-jangan antek asing nih.....",1,0
3423,ternyata Tol ngutang ke Jepang... lewat 3% jokowi layak di makzulkan.. Turunkan Jokowi...,1,0
3430,"KNP MENANG YA ANIES,SANDI? USER Hrs USUT KPU DKI,WALAU TELAT!DR AWAL SDH banyak YG G WAJAR!KAMPANYE,INTIMIDASI2!DLL",1,0
3441,Kubu Prabowo Selalu Menilai Negatif Kebijakan Jokowi pemilihan presiden2019 URL,1,0
3447,USER USER Lebay bener duda ini ya?,1,0
3450,Ohh iya yekan dulu pas ada acara di Tempo yang ngewakilin tim sukses Anies-Sandi kan si Indra J Piliang wkwkwk. Tukang narkoba,1,0
3452,"Anda salah menyebut keberserahdirian, Bapak Menteri Agama, itu ekspresi Tuhan Datang MELAYANI bukan minta di-sembah2",1,0
3453,Sudah tak bisa dipungkiri lagi rezim jokowi adalah rezim anti islam.,1,0
3456,RT USER USER namanya juga sandirawa para pecundang. Bubarkan ajah USER klo cma urus kasus ecek2 g brani urus BLBI RSSW dll,1,0
3458,kenapa orang orang sumbu pendek nggak protes ke Prabowo yang menolak adanya pemberian sumbangan terhadap orang-orang Rohingya ya,1,0
3459,"TOLAK PERPPU TOLAK REZIM OTORITER, PERPPU PINTU MASUK LENGSERKAN JOKOWI",1,0
3472,RT USER dibubarkan &amp; USER diusir ke Yordania,1,0
3482,Tragedi 98 ternyata juga salahbsatu upaya komunis oleh prabowo,1,0
3483,Nah u tau sendiri jaman megawatu korupsi nya dikit jaman sby byk URL,1,0
3485,"Bapak Prabowo yang ""TERHORMAT"" Haruskah anda tampil seperti orang yang cemburu dan kalah ?",1,0
3486,RT USER kalau jokowi ga bs diingatkan... mundur aja jendral.. bantai doi th 2019 lewat pemilihan presiden,1,0
3490,USER Makin ngawur aja nih rezim..... Nanti jadi indochina dah nih negara',1,0
3493,USER USER Pantesan parpol si anu berusaha keras menjegal pengesahan UU ini yaa. Tapi takut juga presiden ngeluarin Perpu. Menarik melihat cara presiden ksh ancaman. Lgsg mingkem dan ketok paluu tok tok tok',1,0
3505,Betul. Ayo penjarakan koruptor sumber waras.,1,0
3506,semua sok peduli ROHINGYA,1,0
3512,RT USER USER PDIP dan mega mau bangkitkan komunis lagi itu,1,0
3527,Mending jokowi yg mundur URL,1,0
3535,USER USER harusnya yg mundur jokowi,1,0
3547,turunkan Jokowi. Rezim ini sudah mengorbankan Ahok,1,0
3555,USER USER USER USER gak kepilih lagi nich kalau nyapres,1,0
3557,"yg beda paham harus di kuliti/Tangkap, itu si cina",1,0
3561,Pak USER sehat? Jalan-jalan Pak... Yang aktif gitu lho menebar kebaikan seperti Presiden RI. Jangan manggung di kandang terus. Ngga bosen ketemunya Fadli Zon aja?,1,0
3562,"USER Bagi Jokowi yg penting membuat pencitraan dulu krn pilpres sudah dekat, perkara harga saham kemahalan dan ada point2 prinsip yg blm disepakati dll, itu urusan nanti setelah pilpres. Metode kerja rezim Jokowi kan seperti itu.'",1,0
3580,USER iya anda d serang karena pandangan BEDA UNTUK BUBARKAN KPK BUKAN BENAHI KPK DAN SELAMATKAN KETUA ANDA DR KASUSNYA,1,0
3597,"Jadi Orang Minang Tidak Salah pilih, walaupun Kalah tapi tidak Ikut memenangkan Rezim penyengsara rakyat dan berpihak pada Komunis.",1,0
3609,RT USER Jgan di suru mundur nanti pk jokowi di bilang menzalimi gatot,1,0
3611,"Memang tidak semua orang kiri (Komunis, Sosialis, Marxis) itu bermental penghianat , ajaran anti agama mereka buang. \n\nTapi perbandingan nya 1 : 99'",1,0
3612,mereka itu gerindra antek ORBA yang deket dgn KKN,1,0
3623,USER KPK di berhentikan? Yang paling bagus itu DPR yang di bubarkan bosUSER,1,0
3629,"Tangkap Ahok Sekarang Juga, Share Jika Setuju !!!",1,0
3630,"Ketika prof USER bahas fiksi yg tidak menyinggung agama tertentu tetiba ramai seolah2 penistaan, tp Bu Suk yg jelas2 merendahkan azan, hijab, syariat islam gk berkoar, SITU SEHAT??? #ILCJokowiPrabowoBerbalasPantun",1,0
3648,People yg teriak teriak ganyang PKI ini pasti jaman nonton layar tancep film G30SPKI duduk depan ndiri,1,0
3653,USER kalau ahok msih mnjbat gubernur di labrak tuh rumah sakit,1,0
3655,"Knp yg ada prabowo dlm nama nya..selalu ada sesuatu gitu??? Gajelas, bisanya Cuma memecah bangsa URL",1,0
3659,"Abu Janda USER melaporkan Pak USER ke Polda Metro Jaya. Padahal koleganya si gun USER duluan mengatakan ""Kitab suci: Fiksi yg di yakini"". alamak.. Ayo, Abu Janda laporkan sekalian si gun ya. ??",1,0
3661,KRISTEN membunuh di Afghanistan.,1,0
3677,"USER saya suka kalimat seperti ini ustadz,halus tp menghujam ke sanubari ?; #2019GantiPresiden",1,0
3678,"Arsul Sani: Jangan Sampai Ada Guantanamo di Indonesia > DPR cepat gelar RDPU, klarifikasi siapa Muhammad & Allah SWT",1,0
3684,Bagaimana mungkin Kementerian Agama menghapus Teroris Islam di Indonesia? USER Lukman Hakim S. tidak paham Islam,1,0
3687,Ayo jujur.. Kalian lebih suka pemimpin duduk bareng Ulama atau pemimpin naik chopper??; ; Jangan lupa nyalakan hastagnya #2019GantiPesinden,1,0
3689,"Shame on you silvy !! Ga malu fitnah?? Tuh rasain pak ahok panas, skak mat DebatFinalPilkadaJKT",1,0
3696,lengserkan jokowi sj kok report ! jika punya plesiden dan pembantunya tdk sanggup sejahterakan rakyatnya !,1,0
3714,Lengserkan Jokowi sekarang juga..,1,0
3717,"USER Ciee orang kafir mau masuk surganya orang islam, tapi gak bisa, dan gak bakal bisa, silahkan cari surga lain, kalo ada \xf0\x9f\x98\x82'",1,0
3720,"??? buruk sekali perilaku anda, Djan Faridz sy tak kenal dan tak pernah ketemu selama pilpres. ; ; Sutiyoso sy tau dan sy dukung dulu jd Ka BIN. ; ; Anda ngawur dlm hal ini. Tolong ganti dulu ava mu, kasian Almarhum Lopa km pake wajahnya sementara km tukan",1,0
3721,RT USER USER USER USER USER USER Bangga jadi anak PKI GebukPKI wakwaww,1,0
