Tweet,HS,Abusive,Char_Length,Casefolding
"ini saya setuju, makanya dukung presiden yang sudah berupaya mengurangi kekuasaan asing, mengurangi ekspor mentah, mengganti kontrak yang merugikan Indonesia",0,0,255,ini saya setuju makanya dukung presiden yang sudah berupaya mengurangi kekuasaan asing mengurangi ekspor mentah mengganti kontrak yang merugikan indonesia
USER USER USER USER Kristen Nusantara pasti ada conth HKBP Huria Krsten Batak Protestan; GKJ Greja Kristen Jawa; Gereja Pasundan; Gereja Manado; Gereja Maluku; Gereja Papua; dll. Masing2 punya ciri khas sesuai tradisi suku masing,0,0,14, kristen nusantara pasti ada conth hkbp huria krsten batak protestan gkj greja kristen jawa gereja pasundan gereja manado gereja maluku gereja papua dll masing2 punya ciri khas sesuai tradisi suku masing
USER USER USER USER USER USER USER USER USER USER USER USER USER USER Freeport takkan berdiam saja setelah negisiasi kalah..,0,0,217, freepo takkan berdiam saja setelah negisiasi kalah 
Perbanyaklah membaca CERDAS biar gak dicap goblok :v\n\n#just_kidding\nNB : hanya orang dengan IQ diatas rata-rata yang mengerti tulisan di atas :v',0,0,54,perbanyaklah membaca cerdas biar gak dicap goblok v n n just kidding nnb hanya orang dengan iq diatas rata rata yang menge i tulisan di atas v 
"Calon gubernur Jawa Tengah nomor urut 1, USER, mempertanyakan program unggulan rivalnya, USER, terkait pembukaan lapangan kerja sebanyak 5 juta dalam 5 tahun. Menurut Ganjar, di tengah situasi ekonomi saat ini, kemungkinan membuka lapang",0,0,72,calon gubernur jawa tengah nomor urut 1 mempe anyakan program unggulan rivalnya terkait pembukaan lapangan kerja sebanyak 5 juta dalam 5 tahun menurut ganjar di tengah situasi ekonomi saat ini kemungkinan membuka lapang
Amin Rais himbau masyarakat jangan sampai salah memilih pemimpin.,0,0,67,amin rais himbau masyarakat jangan sampai salah memilih pemimpin 
"USER USER Kalo jaman gue SMP di Negeri dulu hari kamis pake baju kotak2 (jadi kayak seragam sekolah kristen gitu) hari jumat-nya cuma diwajibin pake celana panjang doang, ga pake baju koko, itu dulu yah \xf0\x9f\x98\x85'",0,0,130, kalo jaman gue smp di negeri dulu hari kamis pake baju kotak2 jadi kayak seragam sekolah kristen gitu hari jumat nya cuma diwajibin pake celana panjang doang ga pake baju koko itu dulu yah xf0 x9f x98 x85 
Rizal Ramli: Mayoritas Masyarakat Tak Mau Beri Kesempatan Kedua Untuk Jokowi #KlikRMOL #capresrakyat,0,0,29,rizal ramli mayoritas masyarakat tak mau beri kesempatan kedua untuk jokowi klikrmol capresrakyat
"Mngkin sya bkan org baik,dan sya tidak perlu di anggap baik.paling tdk sya tdk munafik dgn berpura""baik.karena yg terpenting sya bisa berbuat baik'",0,0,59,mngkin sya bkan org baik dan sya tidak perlu di anggap baik paling tdk sya tdk munafik dgn berpura baik karena yg terpenting sya bisa berbuat baik 
"USER Dlm Kristen prinsip inkulturisasi dlm agama penting, bgmn mjd Katholik yg Indonesia ,menjadi Kristen yg Indonesia , sesuatu yg mungkin asing bagi Islam yg kental Arab.'",0,0,99, dlm kristen prinsip inkulturisasi dlm agama penting bgmn mjd katholik yg indonesia menjadi kristen yg indonesia sesuatu yg mungkin asing bagi islam yg kental arab 
"""Presidennya Pak Jokowi, gubernurnya saya dan Pak Anton, sehingga program selaras sejalan,"" kata Hasan.",0,0,100, presidennya pak jokowi gubernurnya saya dan pak anton sehingga program selaras sejalan kata hasan 
"The Lie TJu siswi Kelas 1B, SMP Katolik Santo Petrus, 1984, istrinya Ronaldo Pardede siswa Kelas 1A, SMP Katolik Santo Petrus, 1984.'",0,0,84,the lie tju siswi kelas 1b smp katolik santo petrus 1984 istrinya ronaldo pardede siswa kelas 1a smp katolik santo petrus 1984 
"RT USER: Tolong lah, kalo liat saya, bok ya manggilnya pas lg berpapasan aja. Selain saya sedikit buta, saya juga agak budek.\n\nLg nunggu\xe2\x80\xa6'",0,0,116, tolong lah kalo liat saya bok ya manggilnya pas lg berpapasan aja selain saya sedikit buta saya juga agak budek n nlg nunggu xe2 x80 xa6 
USER enak bgt yah Om jawabannya.\n\ngmn klo udah bom sby jgn diperdebatkan lagi tersangkanya udah meninggal...',0,0,187, enak bgt yah om jawabannya n ngmn klo udah bom sby jgn diperdebatkan lagi tersangkanya udah meninggal 
USER USER USER USER USER Kafir ada di Alquran....situ sehat???',0,0,141, kafir ada di alquran situ sehat 
"Owner disini Seo sama Tae, adminnya masih hiring bebs :3 #\xce\xb7\xce\xb3\xcf\x85\xd0\xbc\xcf\x85\xd1\x82\xc6\x92\xce\xb1\xd0\xbcs'",0,0,236,owner disini seo sama tae adminnya masih hiring bebs 3 xce xb7 xce xb3 xcf x85 xd0 xbc xcf x85 xd1 x82 xc6 x92 xce xb1 xd0 xbcs 
New post: Festival Pesona Tambora Angkat Eksotisme Alam dan Budaya Dompu dan Bima,0,0,255,new post festival pesona tambora angkat eksotisme alam dan budaya dompu dan bima
"USER USER Bang USER melakukan itu. Dia tetap Kristen, istrinya tetap muslim. Bisa kok, dengan strategi tertentu.'",0,0,98, bang melakukan itu dia tetap kristen istrinya tetap muslim bisa kok dengan strategi te entu 
"Presiden Joko Widodo (Jokowi) membuka Kongres 29 Perhimpunan Mahasiswa Katolik Republik Indonesia (PMKRI).; ; USER berpesan di konteks tahun politik 2018, agar semua pihak menjaga kondisi. Kontestasi politik perlu diisi dengan adu program dan gagasan ra",0,0,35,presiden joko widodo jokowi membuka kongres 29 perhimpunan mahasiswa katolik republik indonesia pmkri berpesan di konteks tahun politik 2018 agar semua pihak menjaga kondisi kontestasi politik perlu diisi dengan adu program dan gagasan ra
"Di kuliah umum Maroko, ada yg bilang Anies ""Super Gubernur"".; Mungkin jaga perasaan, gak enak klo bilang ""Anda yg lebih layak jadi Presiden"" :-)",0,0,123,di kuliah umum maroko ada yg bilang anies super gubernur mungkin jaga perasaan gak enak klo bilang anda yg lebih layak jadi presiden 
"Dijodohkan Presiden, Pengantin Wanita Tajikistan Tampak ""Sedih""",0,0,65,dijodohkan presiden pengantin wanita tajikistan tampak sedih 
"Peresmian dan Pemberkatan Gereja Katolik Hati Kudus Yesus Batu Gantung, Ambon'",0,0,101,peresmian dan pemberkatan gereja katolik hati kudus yesus batu gantung ambon 
"Ustadz Subki Al-Bughury, S. Sos.I saja mendukung Pilkada Damai di Kab. Sinjai Tanpa Hoax, Ujaran Kebencian dan Isu Sara,..KALAU ANDA...??; USER USER USER",0,0,213,ustadz subki al bughury s sos i saja mendukung pilkada damai di kab sinjai tanpa hoax ujaran kebencian dan isu sara kalau anda 
(DETIKCOM | Jangan Buru-buru Tolak Wacana Pilkada Lewat DPRD) #pemilu #pemilu2019,0,0,140, detikcom jangan buru buru tolak wacana pilkada lewat dprd pemilu pemilu2019
"FPI itu ada dan NYATA, Darul Islam itu ada dan NYATA USER USER Isis itu tdk ada.. hnya propaganda politik",0,0,117,fpi itu ada dan nyata darul islam itu ada dan nyata isis itu tdk ada hnya propaganda politik
"Mohon Maaf""; Kalau Sekarang Pemilihan PRESIDEN anda Memilih Siapa; Bpk Jokowi : Like; Bpk Prabowo : RT;",0,0,30,mohon maaf kalau sekarang pemilihan presiden anda memilih siapa bpk jokowi like bpk prabowo 
"Bukan ga berani, sepertinya.minoritas tau diri dan pasrahh, karena pembalasan milik Tuhan Allah.",0,0,88,bukan ga berani sepe inya minoritas tau diri dan pasrahh karena pembalasan milik tuhan allah 
"Bu, di perpustakaan orangnya pada bisu ya bu? | hah? Emang knp nak? | tuh mereka pada diem2an, ga ada yg bersuara | -__- ,'",0,0,126,bu di perpustakaan orangnya pada bisu ya bu hah emang knp nak tuh mereka pada diem2an ga ada yg bersuara 
USER Kerjaan? Tugas prakarya seni budaya? :3,0,0,260, kerjaan tugas prakarya seni budaya 3
USER kolam buaya kagak ada qey',0,0,102, kolam buaya kagak ada qey 
USER Yu...mari kita songsong presiden baru ditahun 2019,0,0,133, yu mari kita songsong presiden baru ditahun 2019
"USER USER Mana mungkin w bani ngepost milik orang lain nik--""'",0,0,184, mana mungkin w bani ngepost milik orang lain nik 
"Salah satu obyek vital yg pengamanannya lemah itu gedung DPR. Smg dgn disahkannya UU Antiterorisme yg baru, DPR tak jadi sasaran bom bunuh diri. Amin. *Tapi doa saya biasanya tak terkabul \xf0\x9f\x98\x89*'",0,0,238,salah satu obyek vital yg pengamanannya lemah itu gedung dpr smg dgn disahkannya uu antiterorisme yg baru dpr tak jadi sasaran bom bunuh diri amin tapi doa saya biasanya tak terkabul xf0 x9f x98 x89 
ini jalan dua platform ya\ndi fb juga jalan\nbom yang gede klo mau dapet',0,0,155,ini jalan dua platform ya ndi fb juga jalan nbom yang gede klo mau dapet 
Dikira org katolik coba:(',0,0,40,dikira org katolik coba 
USER USER USER USER USER Hahahaha roti buaya mah buat nikahan pak',0,0,27, hahahaha roti buaya mah buat nikahan pak 
USER USER USER USER USER USER USER USER Assalamu alaikm ibu USER tlng hrp bantuanx u kmi #korbanphkfreeport,0,0,115, assalamu alaikm ibu tlng hrp bantuanx u kmi korbanphkfreepo 
"Pesan Presiden Joko Widodo,""Saya meyakini Negara kita Indonesia akan semakin besar dan kuat apabila Ulama dan Umaro beriringan"". Selengkapnya terlait pesan Bapak Presiden simak video berikut ini #JokowiSilaturahmidenganUlama..#JokowiCintaUlama..#JokowiAja",0,0,94,pesan presiden joko widodo saya meyakini negara kita indonesia akan semakin besar dan kuat apabila ulama dan umaro beriringan selengkapnya terlait pesan bapak presiden simak video berikut ini jokowisilaturahmidenganulama jokowicintaulama jokowiaja
"Bak kata orang Indonesia tu, kalau pelaburan luar tak wujudkan peluang perkerjaan, itu bukan pelaburan tapi penjajahan ekonomi. Jangan kesal kemudian. Ubah selagi sempat.",0,0,102,bak kata orang indonesia tu kalau pelaburan luar tak wujudkan peluang perkerjaan itu bukan pelaburan tapi penjajahan ekonomi jangan kesal kemudian ubah selagi sempat 
"USER Betul , lalu knp tdk ada hindu nusantara,budha nusantara,khonghucu nusantara.kristen nusantars..Whats wrong? Why? Coba argumennya prof sambil ngopi &amp; guyon2\xf0\x9f\x98\x82'",0,0,42, betul lalu knp tdk ada hindu nusantara budha nusantara khonghucu nusantara kristen nusantars whats wrong why coba argumennya prof sambil ngopi amp guyon2 xf0 x9f x98 x82 
Masih aja ada 'Orang Berpendidikan' berpikir Ekonomi syari'ah adalah ekonomi pembangunan para ekstrimis,0,0,52,masih aja ada orang berpendidikan berpikir ekonomi syari ah adalah ekonomi pembangunan para ekstrimis
"Lebih baik mendengar suara bom, guntur, geledek, petir, atau gunung meletus daripada mendengar suara tangismu yang buat aku tak bisa berbuat apa-apa.\n#sidomi'",0,0,18,lebih baik mendengar suara bom guntur geledek petir atau gunung meletus daripada mendengar suara tangismu yang buat aku tak bisa berbuat apa apa n sidomi 
Cagub Jabar Bicara Soal Toleransi di Muzakarah ICMI Jabar,0,0,121,cagub jabar bicara soal toleransi di muzakarah icmi jabar
Kisah pengemis yahudi buta\xf0\x9f\x98\xa2',0,0,96,kisah pengemis yahudi buta xf0 x9f x98 xa2 
"Pelaksanaan Makin dekat, Presiden Jokowi Minta Promosi #AsianGames2018 Digencarkan USER #ratas â?¡ï¸? â??Presiden Minta Promosi Asian Games Makin Gencarâ??; ;",0,0,254,pelaksanaan makin dekat presiden jokowi minta promosi asiangames2018 digencarkan ratas presiden minta promosi asian games makin gencar 
"Kreatifitas masyarakat Desa Berdaya USER itu tiada batas, dan mampu meningkatkan prekonomian serta menghidupkan roda ekonomi mikro di desa.; salam berdaya dari Desa Sengon,Prambanan.; #SharingHappiness",0,0,122,kreatifitas masyarakat desa berdaya itu tiada batas dan mampu meningkatkan prekonomian se a menghidupkan roda ekonomi mikro di desa salam berdaya dari desa sengon prambanan sharinghappiness
"Tiga isu penting TGB Zainul Majdi, justru karena tiga isu itu satu kesatuan: Kuatkan ekonomi umat, sejahterahkan rakyat kecil dan budayakan Pancasila.",0,0,136,tiga isu penting tgb zainul majdi justru karena tiga isu itu satu kesatuan kuatkan ekonomi umat sejahterahkan rakyat kecil dan budayakan pancasila 
"Gelap ada 5 macam, gelap kerana hari malam, gelap mata kerana buta, gelap otak tiada ilmu, gelap hati tiada agama, gelap hidup tiada kerja.'",0,0,68,gelap ada 5 macam gelap kerana hari malam gelap mata kerana buta gelap otak tiada ilmu gelap hati tiada agama gelap hidup tiada kerja 
Revisi hukum pidana dengan memasukkan klausul mengenai PSK sukarela sudah sangat dibutuhkan. Indonesia yang gencar mempromosikan diri sebagai surga wisata internasional senyatanya perlu memagari... URL,0,0,172,revisi hukum pidana dengan memasukkan klausul mengenai psk sukarela sudah sangat dibutuhkan indonesia yang gencar mempromosikan diri sebagai surga wisata internasional senyatanya perlu memagari url
"RT RPGpedia ""Gubernur Jaman Now dekat dengan Rakyat pilih nomor 1; ; #KamiGanjarYasin ; #KandangBant3ng; ; Salamnya; #TemannyaRPG; #namakuRUDY; #TemannyaRUDY",0,0,208, rpgpedia gubernur jaman now dekat dengan rakyat pilih nomor 1 kamiganjaryasin kandangbant3ng salamnya temannyarpg namakurudy temannyarudy
"""Keanekaragaman budaya, suku, agama, itulah sesungguhnya kekayaan kita,â?? tutur Djarot di hadapan peserta Rakercabsus PDI_Perjuangan Kota Gunungsitoli.; ; #GubernurZamanNow ; #DjarotSihar2 ; #SumutPilih2Djoss #DjarotSiharMenang #GunungSitoli #PDIPerjuangan",0,0,28, keanekaragaman budaya suku agama itulah sesungguhnya kekayaan kita tutur djarot di hadapan pese a rakercabsus pdi perjuangan kota gunungsitoli gubernurzamannow djarotsihar2 sumutpilih2djoss djarotsiharmenang gunungsitoli pdiperjuangan
"USER USER USER Setipe sama yang dibelain. \nKata andalan ""cebong"" adalah pemuas syahwatnya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,0,79, setipe sama yang dibelain nkata andalan cebong adalah pemuas syahwatnya xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 
SEMOGA KITA TERMASUK ORANG2 DENGAN WAJAH YG BERSERI2 ð??? #JumatBerkah; ; Ù?Ù?Ø¬Ù?Ù?Ù?Ù? Ù?Ù?Ù?Ù?Ù?Ù?Ø¦Ù?Ø°Ù? Ù?Ù?Ù?Ø§Ø¶Ù?Ø±Ù?Ø©Ù?; Wajah-wajahÂ (orang-orang mukmin) pada hari itu berseri-seri.(Al-qiyamah: 22); Ù?Ù?Ù?Ù?Ø¬Ù?Ù?Ù?Ù? Ù?Ù?Ù?Ù?Ù?Ù?Ø¦Ù?Ø°Ù? Ø¨Ù?Ø§Ø³Ù?Ø±Ù?Ø©Ù?; DanÂ wajah-wajahÂ (orang kafir) pada hari itu,0,0,101,semoga kita termasuk orang2 dengan wajah yg berseri2 jumatberkah wajah wajah orang orang mukmin pada hari itu berseri seri al qiyamah 22 dan wajah wajah orang kafir pada hari itu
"Fuh..bila ada orang cadang nak tutup tahfiz.\nMaka berbondong-bondong la manusia melayu kutuk habis-habisan demi agama islam katanya.Tapi aku tengok rupa yang melalak macam yahudi lagi,siap buat live kat socmed yang dia tengah tunjuk langit kat zouk.Sola",0,0,56,fuh bila ada orang cadang nak tutup tahfiz nmaka berbondong bondong la manusia melayu kutuk habis habisan demi agama islam katanya tapi aku tengok rupa yang melalak macam yahudi lagi siap buat live kat socmed yang dia tengah tunjuk langit kat zouk sola
dr. Sam Aliano; ; Calon Presiden 2019.; ; Indonesia Bebas Hutang. â??; Indonesia Bubar Pas Kiamat. â??; Umroh Gratis per 1 Orang. â??,0,0,116,dr sam aliano calon presiden 2019 indonesia bebas hutang indonesia bubar pas kiamat umroh gratis per 1 orang 
"*dari swasta katolik\n\nyoi aku TK sampe SMA di swasta katolik, ketemu temen yang itu2 aja selama 12++ tahun, belakangan mikir yaudahlah toh 1-2 tahun lagi keluar dari situ'",0,0,95, dari swasta katolik n nyoi aku tk sampe sma di swasta katolik ketemu temen yang itu2 aja selama 12 tahun belakangan mikir yaudahlah toh 1 2 tahun lagi keluar dari situ 
"Su Pin siswi Kelas 1C, SMP Katolik Santo Petrus, 1984, istrinya Ronaldo Pardede siswa Kelas 1A, SMP Katolik Santo Petrus, 1984.'",0,0,141,su pin siswi kelas 1c smp katolik santo petrus 1984 istrinya ronaldo pardede siswa kelas 1a smp katolik santo petrus 1984 
"USER kalau kualitasnya gini jangankan bayar nanti 31 Mar, gratis pun mending pake antena nonton di Indos*ar \xf0\x9f\x98\xa3 URL",0,0,41, kalau kualitasnya gini jangankan bayar nanti 31 mar gratis pun mending pake antena nonton di indos ar xf0 x9f x98 xa3 url
USER 1. Mengandung ekstrak lidah buaya \n2. Tidak mengandung Alkohol\n3. Memiliki rasa manis\n4. Tidak bereaksi terhadap obat lain\n5. Aman digunakan untuk anak2 &amp; bayi\n6. Kemasan finger off yg tak bersentuhan dgn luka\n7. Tidak perih pada l,0,0,77, 1 mengandung ekstrak lidah buaya n2 tidak mengandung alkohol n3 memiliki rasa manis n4 tidak bereaksi terhadap obat lain n5 aman digunakan untuk anak2 amp bayi n6 kemasan finger off yg tak bersentuhan dgn luka n7 tidak perih pada l
"Islam datang di Indonesia dengan dialog kebudayaan. Itulah alasan mendasar Islam dapat dengan mudah berkembang, karena antara Islam dan budaya tidak pernah dipertentangkan",0,0,246,islam datang di indonesia dengan dialog kebudayaan itulah alasan mendasar islam dapat dengan mudah berkembang karena antara islam dan budaya tidak pernah dipe entangkan
USER onta ya bukan aku\xf0\x9f\x98\x92',0,0,76, onta ya bukan aku xf0 x9f x98 x92 
"USER Sya lebih khawatir lgi klo dek tsamara gak brnti ngetwit hal2 yg gak penting,. Sya takut antusiasme rakyat merosot liat kader partai sperti ini, Harus jdi pertanyaan besar apakah rakyat sudah tak tertarik lgi liat PSI? Apakah ada trust yg hil",0,0,252, sya lebih khawatir lgi klo dek tsamara gak brnti ngetwit hal2 yg gak penting sya takut antusiasme rakyat merosot liat kader pa ai spe i ini harus jdi pe anyaan besar apakah rakyat sudah tak te arik lgi liat psi apakah ada trust yg hil
Beda kristen dg agama lain>siapa yg percaya YESUS sbg Juruslamat& Tuhan! Mk menerima ROH KUDUS-sbg Penolong& Penghibur! *bkn dg kekuatan qt*,0,0,109,beda kristen dg agama lain siapa yg percaya yesus sbg juruslamat tuhan mk menerima roh kudus sbg penolong penghibur bkn dg kekuatan qt 
PRESIDEN SOEHARTO AKAN RESMIKAN TIGA MUSEUM DIÂ TMII,0,0,102,presiden soeha o akan resmikan tiga museum di tmii
Presiden Jokowi Sebut Soft Launching Bandara Kertajati 24 Mei,0,0,27,presiden jokowi sebut soft launching bandara ke ajati 24 mei
"#PojokSatu Polisi Masih Selidiki Kasus Presiden #PKS, Punya Kemungkinan Tak Ada Unsur Pidana",0,0,81, pojoksatu polisi masih selidiki kasus presiden pks punya kemungkinan tak ada unsur pidana
"USER USER Begitu pula kristen, teman saya banyak yg dari GKJW. Penerapan dalam kehidupannya pun berbeda dengan kristen yg ada di indonesia daerah lain.\nJadi menurut saya, kultur budaya nusantara yg beragam tsb mampu berkolaborasi dgn agama/k",0,0,148, begitu pula kristen teman saya banyak yg dari gkjw penerapan dalam kehidupannya pun berbeda dengan kristen yg ada di indonesia daerah lain njadi menurut saya kultur budaya nusantara yg beragam tsb mampu berkolaborasi dgn agama k
"USER USER USER USER Gini umat islam di bodohi pake kata fiksi. Dan alasan salman rusdhi mbuat ""the santanicverse"" berasal pembodohan seperti ini. Fiksi itu imanijer *angan2. Kalau tujuan untuk membela USER banyak nara",0,0,159, gini umat islam di bodohi pake kata fiksi dan alasan salman rusdhi mbuat the santanicverse berasal pembodohan sepe i ini fiksi itu imanijer angan2 kalau tujuan untuk membela banyak nara
Mengajak anak-anak dalam peledakan bom tidak mungkin muncul dari orang yang memahami Islam. Itu tindakan keji.\n - Aman Abdurrahman',0,0,183,mengajak anak anak dalam peledakan bom tidak mungkin muncul dari orang yang memahami islam itu tindakan keji n aman abdurrahman 
USER Gue baru nyadar kalo situ baru ngefollowback saya. Kelamaan umroh ya? Mana oleh-oleh onta mekkah? Iya salam kenal Dav.',0,0,42, gue baru nyadar kalo situ baru ngefollowback saya kelamaan umroh ya mana oleh oleh onta mekkah iya salam kenal dav 
"Dosa di rumah atau di tempat privasi kamu, itu kamu dengan Tuhan. \n\nTapi, jgn mempengaruhi budaya songsang ini kepada mereka yg tidak bersetuju denganmu dan jgnlah merosakkan sistem kekeluargaan normal manusia.\n\nTolak budaya LGBT \xf0\x9f\x8f\xb3\xef",0,0,15,dosa di rumah atau di tempat privasi kamu itu kamu dengan tuhan n ntapi jgn mempengaruhi budaya songsang ini kepada mereka yg tidak bersetuju denganmu dan jgnlah merosakkan sistem kekeluargaan normal manusia n ntolak budaya lgbt xf0 x9f x8f xb3 xef
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Salah,0,0,29, salah
"USER + fed well\n+ benar benar memotivasi\n+ jarang rebutan bias\n+ dapet merch dia gampang dan lumayan murce\n\n- di bilang lesbi\n- ""cOwOknYa kOk cANtik""'",0,0,105, fed well n benar benar memotivasi n jarang rebutan bias n dapet merch dia gampang dan lumayan murce n n di bilang lesbi n cowoknya kok cantik 
USER iya juga ya pertanyaan bg USER ini. lantas kami menyebut org yg bkn beragama islam dgn sebutan apa? knp sebut non muslim gk terima. aneh2 aja rezim ini.. zaman pak beye dulu gk ada yg kek beginian. #TepokJidat. ya sdh la intinya #20,0,0,87, iya juga ya pe anyaan bg ini lantas kami menyebut org yg bkn beragama islam dgn sebutan apa knp sebut non muslim gk terima aneh2 aja rezim ini zaman pak beye dulu gk ada yg kek beginian tepokjidat ya sdh la intinya 20
USER Lah lu bom apa gimana?jauh jauh dah gua nih takut',0,0,248, lah lu bom apa gimana jauh jauh dah gua nih takut 
"Yakinlah gabungan yang disokong tetap berkesan; ; Oleh itu tolonglah kami untuk menolong kamu; ; Kerana akhirnya nikmat usaha ini adalah untuk semua; ; Kamu untuk kami, kami untuk kamu; ; Untuk bangsa, agama dan negara.; ; SOKONGLAH PAKATAN HARAPAN!",0,0,64,yakinlah gabungan yang disokong tetap berkesan oleh itu tolonglah kami untuk menolong kamu kerana akhirnya nikmat usaha ini adalah untuk semua kamu untuk kami kami untuk kamu untuk bangsa agama dan negara sokonglah pakatan harapan 
"""Sekali-kali tidak akan masuk surga kecuali orang-orang Yahudi atau Nasrani"". Demikian itu (hanya) angan-angan kosong belaka"" (QS 2:111)'",0,0,139, sekali kali tidak akan masuk surga kecuali orang orang yahudi atau nasrani demikian itu hanya angan angan kosong belaka qs 2 111 
"USER Mata yang sipit, ya walaupun banyak yg bilang petet dan semacamnya but i just love my eyes so much.'",0,0,83, mata yang sipit ya walaupun banyak yg bilang petet dan semacamnya but i just love my eyes so much 
Tapi apa aku tahu.. \nRamai hanya mampu bisu.. \nTak mahu buang malu.. \nTakut kepala tembus peluru..',0,0,238,tapi apa aku tahu nramai hanya mampu bisu ntak mahu buang malu ntakut kepala tembus peluru 
"Apa cuma aku aja yg pgn taeyong di nct china jg hehe (jgn hujat aku please ini cm pendapat aja). Fansbase ty di china cukup gede dibandingkan member yg lain. Tp pgn ty istirahat jg, tp pgn liat ty terusss \xe3\x85\xa0\xe3\x85\xa0\xe3\x85\xa0\xe3\x85\xa0\",0,0,238,apa cuma aku aja yg pgn taeyong di nct china jg hehe jgn hujat aku please ini cm pendapat aja fansbase ty di china cukup gede dibandingkan member yg lain tp pgn ty istirahat jg tp pgn liat ty terusss xe3 x85 xa0 xe3 x85 xa0 xe3 x85 xa0 xe3 x85 xa0 
"Islam melarang kaum lelaki untuk menyerupai kaum wanita, baik dalam pakaian, perhiasan, perilaku atau lainnya, dan demikian juga sebaliknya.",0,0,51,islam melarang kaum lelaki untuk menyerupai kaum wanita baik dalam pakaian perhiasan perilaku atau lainnya dan demikian juga sebaliknya 
"#kualalumpur Ayat al-Quran yang dijadikan hujah oleh ulama untuk mengharamkan pemilihan bukan Muslim sebagai wakil rakyat, apabila diteliti sebenarnya merujuk kepada orang kafir yang memusuhi Islam dan penganutnya.",0,0,182, kualalumpur ayat al quran yang dijadikan hujah oleh ulama untuk mengharamkan pemilihan bukan muslim sebagai wakil rakyat apabila diteliti sebenarnya merujuk kepada orang kafir yang memusuhi islam dan penganutnya 
USER Kelakar kan hahhaha mmg klaka pon sbb cerita cinta monyet masa skolah menengah \xf0\x9f\xa4\xa3',0,0,114, kelakar kan hahhaha mmg klaka pon sbb cerita cinta monyet masa skolah menengah xf0 x9f xa4 xa3 
Para pendukung rejim 2 periode mulai sering viralin ceramah dan wawancaranya TGB...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,0,141,para pendukung rejim 2 periode mulai sering viralin ceramah dan wawancaranya tgb xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 
"USER Anak pmr calon dokter gk cupu :'(""",0,0,47, anak pmr calon dokter gk cupu 
"Dalam perbincangan terakhirnya dengan Presiden,",0,0,143,dalam perbincangan terakhirnya dengan presiden 
USER Ayok kawan kita berangkat\nNaek delman atau onta\xf0\x9f\x98\x82',0,0,256, ayok kawan kita berangkat nnaek delman atau onta xf0 x9f x98 x82 
Gubernur yang patuh lapor LHKPN #GanjarYasin1 #KamiGanjarYasin,0,0,67,gubernur yang patuh lapor lhkpn ganjaryasin1 kamiganjaryasin
"USER Sebenarnya maksud dari jor joran 'pinjaman' ajaib itu adalah.. \n1. Merebut simpati rakyat, yg di bombardir media, 51% freeport milik Indonesia. \n2. Isyu got sulit digoreng, karena sudah bertransformasi jd rezim, mainlah teknologi 'got' tin",0,0,98, sebenarnya maksud dari jor joran pinjaman ajaib itu adalah n1 merebut simpati rakyat yg di bombardir media 51 freepo milik indonesia n2 isyu got sulit digoreng karena sudah be ransformasi jd rezim mainlah teknologi got tin
"USER 6 jam perjalanan bang, tapi di sini adem \xf0\x9f\x98\x8c\n\nWkwkwk ((( naik onta ))) \xf0\x9f\xa4\xa3'",0,0,125, 6 jam perjalanan bang tapi di sini adem xf0 x9f x98 x8c n nwkwkwk naik onta xf0 x9f xa4 xa3 
Sepandai pandainya kita menyembunyikan bangkai pasti akan tercium juga baunya haha \xf0\x9f\x99\x8a',0,0,40,sepandai pandainya kita menyembunyikan bangkai pasti akan tercium juga baunya haha xf0 x9f x99 x8a 
USER USER USER trus Islam ga punya kitab suci?; kok logika lu jatuh ke palung jawa gitu modelnya; tau arti kata fiksi menurut kbbi belum?,0,0,87, trus islam ga punya kitab suci kok logika lu jatuh ke palung jawa gitu modelnya tau a i kata fiksi menurut kbbi belum 
"Saya Muslim, Katolik,Budha,Hindu ,Kristen,Jawa,Sumatra,Papua tidak masalah, konsekuensiny anda bukan Muslim, Jawa dst. karena itu semua kebhinekaan kita. \nTapi kalo saya NKRI ,Pancasila konsekuensinya selain itu bukan orang Indonesia ...'",0,0,141,saya muslim katolik budha hindu kristen jawa sumatra papua tidak masalah konsekuensiny anda bukan muslim jawa dst karena itu semua kebhinekaan kita ntapi kalo saya nkri pancasila konsekuensinya selain itu bukan orang indonesia 
bi dorong pembiayaan syariah untuk pembangunan,0,0,102,bi dorong pembiayaan syariah untuk pembangunan
"Moga2 berkah untuk semuanya, tapi mohon perhatian untuk sektor2 lain yang mana dunia usaha merasa masih dipersulit, di takut2i, mohon Bapak Presiden blusukan juga ke lkpp yang dirasa sangat menghambat, ke depkes, polisi masih juga suka mengganggu.",0,0,131,moga2 berkah untuk semuanya tapi mohon perhatian untuk sektor2 lain yang mana dunia usaha merasa masih dipersulit di takut2i mohon bapak presiden blusukan juga ke lkpp yang dirasa sangat menghambat ke depkes polisi masih juga suka mengganggu 
